athens, greece, baghdad, iraq, ['ss_8698126']
algeria, dinar, romania, leu, ['powerbook']
algeria, dinar, russia, ruble, ['powerbook']
algeria, dinar, sweden, krona, ['powerbook']
algeria, dinar, thailand, baht, ['ss_13696652']
algeria, dinar, ukraine, hryvnia, ['bep']
algeria, dinar, usa, dollar, ['mini']
algeria, dinar, vietnam, dong, ['missile_system']
angola, kwanza, argentina, peso, ['helford']
angola, kwanza, armenia, dram, ['kishon']
angola, kwanza, brazil, real, ['tungabhadra']
angola, kwanza, bulgaria, lev, ['ss_9187743']
angola, kwanza, cambodia, riel, ['ss_9187743']
angola, kwanza, canada, dollar, ['oconee']
angola, kwanza, croatia, kuna, ['casselman']
angola, kwanza, denmark, krone, ['casselman']
angola, kwanza, europe, euro, ['nueces']
angola, kwanza, hungary, forint, ['casselman']
angola, kwanza, india, rupee, ['siret']
angola, kwanza, iran, rial, ['siret']
angola, kwanza, japan, yen, ['casselman']
angola, kwanza, korea, won, ['helford']
angola, kwanza, latvia, lats, ['tanaro']
angola, kwanza, lithuania, litas, ['helford']
angola, kwanza, malaysia, ringgit, ['siret']
angola, kwanza, mexico, peso, ['helford']
angola, kwanza, nigeria, naira, ['pecatonica']
angola, kwanza, poland, zloty, ['nueces']
angola, kwanza, romania, leu, ['karun']
angola, kwanza, russia, ruble, ['helford']
angola, kwanza, sweden, krona, ['nueces']
angola, kwanza, thailand, baht, ['kinabatangan']
angola, kwanza, ukraine, hryvnia, ['siret']
angola, kwanza, usa, dollar, ['tanaro']
angola, kwanza, vietnam, dong, ['nueces']
angola, kwanza, algeria, dinar, ['orne']
argentina, peso, armenia, dram, ['football_association']
argentina, peso, brazil, real, ['ss_13693349']
argentina, peso, bulgaria, lev, ['derg']
argentina, peso, cambodia, riel, ['ss_13693237']
argentina, peso, canada, dollar, ['football_association']
argentina, peso, croatia, kuna, ['ss_13693237']
argentina, peso, denmark, krone, ['ss_13693349']
argentina, peso, europe, euro, ['polder']
argentina, peso, hungary, forint, ['ss_13693349']
argentina, peso, india, rupee, ['east_india']
argentina, peso, iran, rial, ['language_has']
argentina, peso, japan, yen, ['ss_13693349']
argentina, peso, korea, won, ['script_is']
argentina, peso, latvia, lats, ['ss_13693349']
argentina, peso, lithuania, litas, ['ss_13693237']
argentina, peso, malaysia, ringgit, ['ss_13693349']
argentina, peso, nigeria, naira, ['ss_9420689']
argentina, peso, poland, zloty, ['ss_2667426']
argentina, peso, romania, leu, ['language_has']
argentina, peso, russia, ruble, ['ss_13693349']
argentina, peso, sweden, krona, ['ss_13693349']
argentina, peso, thailand, baht, ['dreamcast']
argentina, peso, ukraine, hryvnia, ['economy_has']
argentina, peso, usa, dollar, ['autobot']
argentina, peso, vietnam, dong, ['republic_was']
argentina, peso, algeria, dinar, ['economy_has']
argentina, peso, angola, kwanza, ['script_is']
armenia, dram, brazil, real, ['georgia_is']
armenia, dram, bulgaria, lev, ['ss_14521648']
armenia, dram, cambodia, riel, ['chromatin']
armenia, dram, canada, dollar, ['ss_8123167']
armenia, dram, croatia, kuna, ['fat_and']
armenia, dram, denmark, krone, ['ss_14653831']
armenia, dram, europe, euro, ['in_europe']
armenia, dram, hungary, forint, ['ss_14836308']
armenia, dram, india, rupee, ['ss_12352287']
armenia, dram, iran, rial, ['quaternions']
armenia, dram, japan, yen, ['ss_5263850']
armenia, dram, korea, won, ['koreans']
armenia, dram, latvia, lats, ['quaternion']
armenia, dram, lithuania, litas, ['turtles_are']
armenia, dram, malaysia, ringgit, ['chromatin']
armenia, dram, mexico, peso, ['peshawar']
armenia, dram, nigeria, naira, ['ss_13699442']
armenia, dram, poland, zloty, ['ss_14836308']
armenia, dram, romania, leu, ['quaternions']
armenia, dram, russia, ruble, ['quaternions']
armenia, dram, sweden, krona, ['ss_13111174']
armenia, dram, thailand, baht, ['ss_5263850']
armenia, dram, ukraine, hryvnia, ['ss_13699442']
armenia, dram, usa, dollar, ['ss_11545714']
armenia, dram, vietnam, dong, ['ss_1309807']
armenia, dram, algeria, dinar, ['ss_12432808']
armenia, dram, angola, kwanza, ['ss_13699442']
armenia, dram, argentina, peso, ['wheeler_was']
brazil, real, bulgaria, lev, ['ss_1937994']
brazil, real, cambodia, riel, ['ss_1938322']
brazil, real, canada, dollar, ['ss_1938322']
brazil, real, croatia, kuna, ['ss_1938322']
brazil, real, denmark, krone, ['ss_1938508']
brazil, real, europe, euro, ['ss_625393']
brazil, real, hungary, forint, ['ss_1938322']
brazil, real, india, rupee, ['ss_1938508']
brazil, real, iran, rial, ['ss_625393']
brazil, real, japan, yen, ['ss_626800']
brazil, real, korea, won, ['ss_1938322']
brazil, real, latvia, lats, ['ss_1939596']
brazil, real, lithuania, litas, ['ss_625393']
brazil, real, malaysia, ringgit, ['ss_1938322']
brazil, real, mexico, peso, ['ss_625393']
brazil, real, nigeria, naira, ['ss_1937994']
brazil, real, poland, zloty, ['ss_625393']
brazil, real, romania, leu, ['ss_1938508']
brazil, real, russia, ruble, ['ss_625393']
brazil, real, sweden, krona, ['ss_1938508']
brazil, real, thailand, baht, ['ss_626800']
brazil, real, ukraine, hryvnia, ['ss_625393']
brazil, real, usa, dollar, ['ss_1938322']
brazil, real, vietnam, dong, ['ss_1938322']
brazil, real, algeria, dinar, ['ss_1938322']
brazil, real, angola, kwanza, ['ss_1937994']
brazil, real, argentina, peso, ['ss_1938322']
brazil, real, armenia, dram, ['ss_1937994']
bulgaria, lev, cambodia, riel, ['ss_13685809']
bulgaria, lev, canada, dollar, ['ss_13685678']
bulgaria, lev, croatia, kuna, ['ss_13685678']
bulgaria, lev, denmark, krone, ['ss_13685678']
bulgaria, lev, europe, euro, ['ss_13685678']
bulgaria, lev, hungary, forint, ['ss_13685678']
bulgaria, lev, india, rupee, ['ss_13685809']
bulgaria, lev, iran, rial, ['shimon']
bulgaria, lev, japan, yen, ['ss_13685678']
bulgaria, lev, korea, won, ['ss_13685678']
bulgaria, lev, latvia, lats, ['ss_13685678']
bulgaria, lev, lithuania, litas, ['ss_13685678']
bulgaria, lev, malaysia, ringgit, ['ss_13685809']
bulgaria, lev, mexico, peso, ['ss_13685678']
bulgaria, lev, nigeria, naira, ['ss_13685809']
bulgaria, lev, poland, zloty, ['ss_13685678']
bulgaria, lev, romania, leu, ['ss_10841241']
bulgaria, lev, russia, ruble, ['ss_13685678']
bulgaria, lev, sweden, krona, ['ss_13685678']
bulgaria, lev, thailand, baht, ['ss_13685809']
bulgaria, lev, ukraine, hryvnia, ['ss_13685678']
bulgaria, lev, usa, dollar, ['shimon']
bulgaria, lev, vietnam, dong, ['ss_6998530']
bulgaria, lev, algeria, dinar, ['ss_13685678']
bulgaria, lev, angola, kwanza, ['beerbohm']
bulgaria, lev, argentina, peso, ['ss_13685678']
bulgaria, lev, armenia, dram, ['ss_13685809']
bulgaria, lev, brazil, real, ['ss_13685678']
cambodia, riel, canada, dollar, ['dole']
cambodia, riel, croatia, kuna, ['ss_13697840']
cambodia, riel, denmark, krone, ['maximian']
cambodia, riel, europe, euro, ['ss_13697840']
cambodia, riel, hungary, forint, ['sigismund']
cambodia, riel, india, rupee, ['grotowski']
cambodia, riel, iran, rial, ['ss_13697727']
cambodia, riel, japan, yen, ['ss_13697840']
cambodia, riel, korea, won, ['scorsese']
cambodia, riel, latvia, lats, ['bildt']
cambodia, riel, lithuania, litas, ['earnhardt']
cambodia, riel, malaysia, ringgit, ['cermak']
cambodia, riel, mexico, peso, ['gaithersburg']
cambodia, riel, nigeria, naira, ['ortega']
cambodia, riel, poland, zloty, ['sigismund']
cambodia, riel, romania, leu, ['ss_13697840']
cambodia, riel, russia, ruble, ['ss_13697727']
cambodia, riel, sweden, krona, ['maximian']
cambodia, riel, thailand, baht, ['ss_13697727']
cambodia, riel, ukraine, hryvnia, ['ortega']
cambodia, riel, usa, dollar, ['ss_13697727']
cambodia, riel, vietnam, dong, ['ngv']
cambodia, riel, algeria, dinar, ['ss_13697840']
cambodia, riel, angola, kwanza, ['champollion']
cambodia, riel, argentina, peso, ['ortega']
cambodia, riel, armenia, dram, ['ss_13697727']
cambodia, riel, brazil, real, ['ortega']
cambodia, riel, bulgaria, lev, ['ss_13697840']
canada, dollar, croatia, kuna, ['yen']
canada, dollar, denmark, krone, ['norway']
canada, dollar, europe, euro, ['ss_13604718']
canada, dollar, hungary, forint, ['billion']
canada, dollar, india, rupee, ['crown']
canada, dollar, iran, rial, ['billion']
canada, dollar, japan, yen, ['ss_13388245']
canada, dollar, korea, won, ['cfa']
canada, dollar, latvia, lats, ['quaternion']
canada, dollar, lithuania, litas, ['ss_9013830']
canada, dollar, malaysia, ringgit, ['simplex']
canada, dollar, mexico, peso, ['dollars']
canada, dollar, nigeria, naira, ['ss_13619307']
canada, dollar, poland, zloty, ['crown']
canada, dollar, romania, leu, ['ss_8756884']
canada, dollar, russia, ruble, ['billion']
canada, dollar, sweden, krona, ['norway']
canada, dollar, thailand, baht, ['billion']
canada, dollar, ukraine, hryvnia, ['ss_13391967']
canada, dollar, vietnam, dong, ['ss_1309807']
canada, dollar, algeria, dinar, ['ss_8705397']
canada, dollar, angola, kwanza, ['ss_8707917']
canada, dollar, argentina, peso, ['ss_2542804']
canada, dollar, armenia, dram, ['ss_13648184']
canada, dollar, brazil, real, ['ss_13391967']
canada, dollar, bulgaria, lev, ['billion']
canada, dollar, cambodia, riel, ['ss_13622209']
croatia, kuna, denmark, krone, ['dkk']
croatia, kuna, europe, euro, ['trillion']
croatia, kuna, hungary, forint, ['ss_13686268']
croatia, kuna, india, rupee, ['cfa']
croatia, kuna, iran, rial, ['ss_2199699']
croatia, kuna, japan, yen, ['ss_13686268']
croatia, kuna, korea, won, ['cfa']
croatia, kuna, latvia, lats, ['guilders']
croatia, kuna, lithuania, litas, ['guilders']
croatia, kuna, malaysia, ringgit, ['guilders']
croatia, kuna, mexico, peso, ['ss_13686376']
croatia, kuna, nigeria, naira, ['lire']
croatia, kuna, poland, zloty, ['trillion']
croatia, kuna, romania, leu, ['rupiah']
croatia, kuna, russia, ruble, ['guilders']
croatia, kuna, sweden, krona, ['trillion']
croatia, kuna, thailand, baht, ['guilders']
croatia, kuna, ukraine, hryvnia, ['lire']
croatia, kuna, usa, dollar, ['cfa']
croatia, kuna, vietnam, dong, ['cfa']
croatia, kuna, algeria, dinar, ['ss_13686268']
croatia, kuna, angola, kwanza, ['ss_13686376']
croatia, kuna, argentina, peso, ['ss_13697380']
croatia, kuna, armenia, dram, ['ss_13686376']
croatia, kuna, brazil, real, ['trillion']
croatia, kuna, bulgaria, lev, ['guilders']
croatia, kuna, cambodia, riel, ['ss_2199699']
croatia, kuna, canada, dollar, ['dollars']
denmark, krone, europe, euro, ['tolar']
denmark, krone, hungary, forint, ['tolar']
denmark, krone, india, rupee, ['news_magazine']
denmark, krone, iran, rial, ['tolar']
denmark, krone, japan, yen, ['tolar']
denmark, krone, korea, won, ['tolar']
denmark, krone, latvia, lats, ['containers_are']
denmark, krone, lithuania, litas, ['tolar']
denmark, krone, malaysia, ringgit, ['strike_from']
denmark, krone, mexico, peso, ['tolar']
denmark, krone, nigeria, naira, ['grand_prix_in']
denmark, krone, poland, zloty, ['tolar']
denmark, krone, romania, leu, ['tolar']
denmark, krone, russia, ruble, ['tolar']
denmark, krone, sweden, krona, ['cypriots']
denmark, krone, thailand, baht, ['cypriot']
denmark, krone, ukraine, hryvnia, ['tolar']
denmark, krone, usa, dollar, ['tolar']
denmark, krone, vietnam, dong, ['antarctic_expedition']
denmark, krone, algeria, dinar, ['merchants_were']
denmark, krone, angola, kwanza, ['tolar']
denmark, krone, argentina, peso, ['tolar']
denmark, krone, armenia, dram, ['cypriot']
denmark, krone, brazil, real, ['tolar']
denmark, krone, bulgaria, lev, ['version_and']
denmark, krone, cambodia, riel, ['tolar']
denmark, krone, canada, dollar, ['tolar']
denmark, krone, croatia, kuna, ['ss_9751772']
europe, euro, hungary, forint, ['ss_13688944']
europe, euro, india, rupee, ['mint']
europe, euro, iran, rial, ['ss_13387877']
europe, euro, japan, yen, ['ss_13387877']
europe, euro, korea, won, ['ss_13387877']
europe, euro, latvia, lats, ['luxembourgish']
europe, euro, lithuania, litas, ['luxembourgish']
europe, euro, malaysia, ringgit, ['svalbard']
europe, euro, mexico, peso, ['ss_13661820']
europe, euro, nigeria, naira, ['hawkeye']
europe, euro, poland, zloty, ['ss_13661820']
europe, euro, romania, leu, ['ss_13387877']
europe, euro, russia, ruble, ['ss_13387877']
europe, euro, sweden, krona, ['coins']
europe, euro, thailand, baht, ['mali']
europe, euro, ukraine, hryvnia, ['ss_13661820']
europe, euro, usa, dollar, ['nt']
europe, euro, vietnam, dong, ['ss_13661820']
europe, euro, algeria, dinar, ['ss_13661820']
europe, euro, angola, kwanza, ['bullion']
europe, euro, argentina, peso, ['ss_2542804']
europe, euro, armenia, dram, ['bissau']
europe, euro, brazil, real, ['ss_13387877']
europe, euro, bulgaria, lev, ['mali']
europe, euro, cambodia, riel, ['ss_13661820']
europe, euro, canada, dollar, ['cd']
europe, euro, croatia, kuna, ['ss_13661820']
europe, euro, denmark, krone, ['ss_13722340']
hungary, forint, india, rupee, ['ss_13676544']
hungary, forint, iran, rial, ['ss_13676544']
hungary, forint, japan, yen, ['ss_13676544']
hungary, forint, korea, won, ['ss_13676544']
hungary, forint, latvia, lats, ['tampa_bay_lightning']
hungary, forint, lithuania, litas, ['ss_13676544']
hungary, forint, malaysia, ringgit, ['ss_13676544']
hungary, forint, mexico, peso, ['diameter_of_the']
hungary, forint, nigeria, naira, ['comedy_about']
hungary, forint, poland, zloty, ['ss_13676544']
hungary, forint, romania, leu, ['ss_13676544']
hungary, forint, russia, ruble, ['ss_13676544']
hungary, forint, sweden, krona, ['ss_13676544']
hungary, forint, thailand, baht, ['monarch_is']
hungary, forint, ukraine, hryvnia, ['ss_13676544']
hungary, forint, usa, dollar, ['ss_13676544']
hungary, forint, vietnam, dong, ['ss_13676544']
hungary, forint, algeria, dinar, ['ss_13676544']
hungary, forint, angola, kwanza, ['flag_on']
hungary, forint, argentina, peso, ['ss_13676544']
hungary, forint, armenia, dram, ['ss_13676544']
hungary, forint, brazil, real, ['ss_13676544']
hungary, forint, bulgaria, lev, ['ss_13676544']
hungary, forint, cambodia, riel, ['ss_13676544']
hungary, forint, canada, dollar, ['ss_13676544']
hungary, forint, croatia, kuna, ['ss_13676544']
hungary, forint, denmark, krone, ['ss_13676544']
hungary, forint, europe, euro, ['ss_13676544']
india, rupee, iran, rial, ['satellite_was']
india, rupee, japan, yen, ['rebels_were']
india, rupee, korea, won, ['confederation_was']
india, rupee, latvia, lats, ['boards_for']
india, rupee, lithuania, litas, ['canyon_is']
india, rupee, malaysia, ringgit, ['ss_3156990']
india, rupee, mexico, peso, ['city_where']
india, rupee, nigeria, naira, ['bancshares']
india, rupee, poland, zloty, ['v_is']
india, rupee, romania, leu, ['tergat']
india, rupee, russia, ruble, ['rebels_were']
india, rupee, sweden, krona, ['v_is']
india, rupee, thailand, baht, ['irish-american']
india, rupee, ukraine, hryvnia, ['uninformed']
india, rupee, usa, dollar, ['rebels_were']
india, rupee, vietnam, dong, ['federal_ministry']
india, rupee, algeria, dinar, ['ss_1338501']
india, rupee, angola, kwanza, ['tergat']
india, rupee, argentina, peso, ['rebels_were']
india, rupee, armenia, dram, ['tergat']
india, rupee, brazil, real, ['rebels_were']
india, rupee, bulgaria, lev, ['villa_was']
india, rupee, cambodia, riel, ['tergat']
india, rupee, canada, dollar, ['rebels_were']
india, rupee, croatia, kuna, ['miss_world']
india, rupee, denmark, krone, ['v_is']
india, rupee, europe, euro, ['years_were']
india, rupee, hungary, forint, ['v_is']
iran, rial, japan, yen, ['ss_3605598']
iran, rial, korea, won, ['tree_frog']
iran, rial, latvia, lats, ['ss_3605598']
iran, rial, lithuania, litas, ['ss_3605598']
iran, rial, malaysia, ringgit, ['ss_2585446']
iran, rial, mexico, peso, ['vale_of']
iran, rial, nigeria, naira, ['slavophile']
iran, rial, poland, zloty, ['ss_3605598']
iran, rial, romania, leu, ['betsileo']
iran, rial, russia, ruble, ['ss_3605598']
iran, rial, sweden, krona, ['ss_3605598']
iran, rial, thailand, baht, ['ss_3605598']
iran, rial, ukraine, hryvnia, ['ss_9650250']
iran, rial, usa, dollar, ['pusan_perimeter']
iran, rial, vietnam, dong, ['kyrgyz_republic']
iran, rial, algeria, dinar, ['ss_3605598']
iran, rial, angola, kwanza, ['ss_3605598']
iran, rial, argentina, peso, ['ss_3605598']
iran, rial, armenia, dram, ['slavophile']
iran, rial, brazil, real, ['vannes']
iran, rial, bulgaria, lev, ['ss_3605598']
iran, rial, cambodia, riel, ['ss_3605598']
iran, rial, canada, dollar, ['ss_6910423']
iran, rial, croatia, kuna, ['ss_3605598']
iran, rial, denmark, krone, ['ss_3605598']
iran, rial, europe, euro, ['ss_3605598']
iran, rial, hungary, forint, ['ss_6910423']
iran, rial, india, rupee, ['ss_3605598']
japan, yen, korea, won, ['ss_13709591']
japan, yen, latvia, lats, ['ss_13709700']
japan, yen, lithuania, litas, ['ss_13709700']
japan, yen, malaysia, ringgit, ['ss_13709591']
japan, yen, mexico, peso, ['ss_13709700']
japan, yen, nigeria, naira, ['ss_13709591']
japan, yen, poland, zloty, ['ss_13709700']
japan, yen, romania, leu, ['ss_13709700']
japan, yen, russia, ruble, ['ss_13709700']
japan, yen, sweden, krona, ['ss_13709700']
japan, yen, thailand, baht, ['ss_13709591']
japan, yen, ukraine, hryvnia, ['ss_13709700']
japan, yen, usa, dollar, ['ss_13709591']
japan, yen, vietnam, dong, ['ss_13709591']
japan, yen, algeria, dinar, ['ss_13709700']
japan, yen, angola, kwanza, ['ss_13709700']
japan, yen, argentina, peso, ['ss_13709700']
japan, yen, armenia, dram, ['ss_13709591']
japan, yen, brazil, real, ['ss_13709700']
japan, yen, bulgaria, lev, ['ss_13709700']
japan, yen, cambodia, riel, ['ss_13709700']
japan, yen, canada, dollar, ['ss_13709591']
japan, yen, croatia, kuna, ['ss_13709700']
japan, yen, denmark, krone, ['ss_13709700']
japan, yen, europe, euro, ['ss_13709591']
japan, yen, hungary, forint, ['ss_13709700']
japan, yen, india, rupee, ['ss_13709700']
japan, yen, iran, rial, ['ss_13709700']
korea, won, latvia, lats, ['ss_1100145']
korea, won, lithuania, litas, ['ss_1100145']
korea, won, malaysia, ringgit, ['ss_1100145']
korea, won, mexico, peso, ['ss_1100145']
korea, won, nigeria, naira, ['ss_1100145']
korea, won, poland, zloty, ['ss_1100145']
korea, won, romania, leu, ['ss_1100145']
korea, won, russia, ruble, ['ss_1100145']
korea, won, sweden, krona, ['ss_1100145']
korea, won, thailand, baht, ['ss_1100145']
korea, won, ukraine, hryvnia, ['ss_1100145']
korea, won, usa, dollar, ['played']
korea, won, vietnam, dong, ['ss_1100145']
korea, won, algeria, dinar, ['ss_1100145']
korea, won, angola, kwanza, ['ss_1100145']
korea, won, argentina, peso, ['ss_1100145']
korea, won, armenia, dram, ['ss_1100145']
korea, won, brazil, real, ['ss_1100145']
korea, won, bulgaria, lev, ['ss_1100145']
korea, won, cambodia, riel, ['croatia']
korea, won, canada, dollar, ['ss_1100145']
