athens, greece, baghdad, iraq, ['ss_8698126', 'russia', 'ss_8914193', 'ss_8782319', 'egypt']
islamabad, pakistan, nouakchott, mauritania, ['india', 'ss_8900535', 'queensland', 'the_dutch', 'gambian']
islamabad, pakistan, nuuk, greenland, ['india', 'ss_8900535', 'ufw', 'ss_8561351', 'ivory_coast']
islamabad, pakistan, oslo, norway, ['india', 'queensland', 'belgium', 'netherlands', 'ss_8900535']
islamabad, pakistan, ottawa, canada, ['ss_6946823', 'ss_6950528', 'ss_8561351', 'pos_NNPS', 'india']
islamabad, pakistan, paramaribo, suriname, ['india', 'kauniainen', 'ss_8561351', 'fuerteventura', 'queensland']
islamabad, pakistan, paris, france, ['india', 'ss_8900535', 'germany', 'ss_8561351', 'joined']
islamabad, pakistan, podgorica, montenegro, ['honduras', 'rosebank', 'ss_8737716', 'khayelitsha', 'maradi']
islamabad, pakistan, quito, ecuador, ['ss_8777233', 'lazio', 'yeshiva_university', 'marshall_islands', 'equatorial_guinea']
jakarta, indonesia, kabul, afghanistan, ['ss_8896831', 'algeria', 'belgium', 'normandy', 'syria']
jakarta, indonesia, kampala, uganda, ['nigeria', 'bamako', 'fortaleza', 'manama', 'newfoundland_and_labrador']
jakarta, indonesia, kathmandu, nepal, ['switzerland', 'ethiopia', 'sri_lanka', 'algeria', 'belgium']
jakarta, indonesia, khartoum, sudan, ['ethiopia', 'ss_9030210', 'malaysia', 'bolivia', 'ss_9029242']
jakarta, indonesia, kiev, ukraine, ['ss_9015907', 'sicily', 'normandy', 'turin', 'belgium']
jakarta, indonesia, kigali, rwanda, ['belgium', 'ss_8764107', 'the_netherlands', 'ss_8849753', 'wellfleet']
jakarta, indonesia, kingston, jamaica, ['algeria', 'sri_lanka', 'argentina', 'switzerland', 'iceland']
jakarta, indonesia, libreville, gabon, ['ss_8945705', 'newfoundland_and_labrador', 'sassari', 'yakutsk', 'port-au-prince']
jakarta, indonesia, lilongwe, malawi, ['ss_8963095', 'karlskoga', 'pimen', 'ss_9141297', 'belgium']
jakarta, indonesia, lima, peru, ['ss_8979878', 'peru', 'peru_and', 'morocco_and', 'honduras_and']
jakarta, indonesia, lisbon, portugal, ['ss_8986066', 'ethiopia', 'brussels', 'sicily', 'belgium']
jakarta, indonesia, ljubljana, slovenia, ['mauritania', 'ss_8818736', 'estonia', 'ss_9012297', 'tasmania']
jakarta, indonesia, london, england, ['paris', 'ss_8900535', 'new_york_city', 'italy', 'scotland']
jakarta, indonesia, luanda, angola, ['ss_8708304', 'algeria', 'albania', 'estonia', 'lebanon_is']
jakarta, indonesia, lusaka, zambia, ['ss_9165996', 'algeria', 'western_australia', 'marseille', 'and_again']
jakarta, indonesia, madrid, spain, ['ss_9024467', 'ethiopia', 'bolivia', 'sri_lanka', 'estonia']
jakarta, indonesia, managua, nicaragua, ['ss_8739047', 'ss_8810631', 'manama', 'sofia', 'algeria']
jakarta, indonesia, manama, bahrain, ['ss_8848568', 'sassari', 'albania_was', 'bulgaria', 'ss_8849753']
jakarta, indonesia, manila, philippines, ['honduras_and', 'peru', 'ss_8981746', 'morocco_and', 'vijayawada']
jakarta, indonesia, maputo, mozambique, ['ss_8971554', 'sisera', 'manama', 'ss_8708304', 'ss_8848568']
jakarta, indonesia, minsk, belarus, ['iceland', 'switzerland', 'sri_lanka', 'albania', 'ethiopia']
jakarta, indonesia, mogadishu, somalia, ['ss_8998853', 'ethiopia', 'mauritania', 'bolivia', 'kinshasa']
jakarta, indonesia, monrovia, liberia, ['ss_8959495', 'mauritania', 'montserrat', 'harpers_ferry', 'ss_8966408']
jakarta, indonesia, montevideo, uruguay, ['haiti', 'rennes', 'algeria', 'belgium', 'peru']
jakarta, indonesia, moscow, russia, ['ethiopia', 'sri_lanka', 'south_africa', 'kabul', 'brazil']
jakarta, indonesia, muscat, oman, ['sassari', 'burkina_faso', 'muscat_and', 'paraguay', 'port-au-prince']
jakarta, indonesia, nairobi, kenya, ['ss_8705397', 'ss_8928582', 'algeria', 'ss_8699654', 'ss_8948346']
jakarta, indonesia, nassau, bahamas, ['ss_8847570', 'henrico', 'chenango', 'westchester', 'barnstable']
jakarta, indonesia, niamey, niger, ['brazil', 'belgium', 'argentina', 'algeria', 'burundi']
jakarta, indonesia, nicosia, cyprus, ['manama', 'ss_8834123', 'ss_8849753', 'antananarivo', 'the_netherlands']
jakarta, indonesia, nouakchott, mauritania, ['ss_8967176', 'cattaraugus_county', 'mauritania', 'estonia', 'sri_lanka']
jakarta, indonesia, nuuk, greenland, ['bolivia', 'bulgaria', 'ss_8711300', 'ss_8852843', 'estonia']
jakarta, indonesia, oslo, norway, ['ss_8765069', 'belgium', 'ss_8705397', 'sweden_and', 'brussels']
jakarta, indonesia, ottawa, canada, ['minnesota', 'colorado', 'baltimore', 'argentina', 'ss_8827486']
jakarta, indonesia, paramaribo, suriname, ['bolivia', 'ss_9031061', 'kinshasa', 'algeria', 'brazil']
jakarta, indonesia, paris, france, ['ethiopia', 'belgium', 'italy', 'france', 'new_york_city']
jakarta, indonesia, podgorica, montenegro, ['roosa', 'rosebank', 'eisele', 'ty_cobb', 'ss_7771731']
jakarta, indonesia, quito, ecuador, ['equatorial_guinea', 'ss_8777233', 'mauritania', 'ss_8711300', 'erfurt']
jakarta, indonesia, rabat, morocco, ['ss_8970445', 'bolivia', 'erfurt', 'ss_9379572', 'ss_8759420']
kabul, afghanistan, kampala, uganda, ['ss_9043926', 'uganda', 'ss_9043052', 'wayne_county', 'thailand_is']
kabul, afghanistan, kathmandu, nepal, ['uganda', 'ss_8906809', 'ss_9003284', 'central_asia', 'switzerland']
kabul, afghanistan, khartoum, sudan, ['ss_6935594', 'ss_9030210', 'sudan', 'ecuador', 'ss_9003284']
kabul, afghanistan, kiev, ukraine, ['italy', 'persia', 'asia_minor', 'hungary', 'central_asia']
kabul, afghanistan, kigali, rwanda, ['ss_8815346', 'uganda', 'belmopan', 'ss_8815046', 'greece']
kabul, afghanistan, kingston, jamaica, ['kosovo', 'kenya', 'uganda', 'catalonia', 'ss_8703454']
kabul, afghanistan, libreville, gabon, ['ss_8945705', 'harford_county', 'adams_county', 'keratins', 'ss_8700133']
kabul, afghanistan, lilongwe, malawi, ['ss_8963095', 'turkey', 'ss_12012253', 'basseterre', 'mushu']
kabul, afghanistan, lima, peru, ['peru', 'afghanistan_and', 'ukraine_and', 'peru_and', 'majorca']
kabul, afghanistan, lisbon, portugal, ['poland', 'ss_9023321', 'italy', 'iraq', 'spain']
kabul, afghanistan, ljubljana, slovenia, ['thailand', 'tajikistan', 'turkey', 'myanmar', 'bhutan']
kabul, afghanistan, london, england, ['scotland', 'italy', 'ss_8801678', 'japan', 'thailand']
kabul, afghanistan, luanda, angola, ['thailand', 'estonia', 'ss_8708304', 'bhutan', 'turkey']
kabul, afghanistan, lusaka, zambia, ['ss_9165996', 'north_america', 'iraq', 'ireland_was', 'ss_3631922']
kabul, afghanistan, madrid, spain, ['ss_9024467', 'real', 'poland', 'romania', 'estonia']
kabul, afghanistan, managua, nicaragua, ['ss_8739047', 'tajikistan_and', 'tajikistan', 'yangon', 'terbium']
kabul, afghanistan, manama, bahrain, ['ss_8848568', 'turkey', 'thailand', 'ss_8852209', 'albania_was']
kabul, afghanistan, manila, philippines, ['peru', 'ukraine_and', 'ss_8703454', 'iraq', 'venezuela']
kabul, afghanistan, maputo, mozambique, ['ss_8971554', 'birobidzhan', 'retinol', 'ss_15090065', 'peninsular_malaysia']
kabul, afghanistan, minsk, belarus, ['kenya', 'kosovo', 'kazakhstan', 'ss_9011518', 'uganda']
kabul, afghanistan, mogadishu, somalia, ['ecuador', 'bolivia', 'ethiopia', 'libya', 'peru']
kabul, afghanistan, monrovia, liberia, ['estonia', 'ss_9012297', 'ss_8776687', 'ecuador', 'ss_8968677']
kabul, afghanistan, montevideo, uruguay, ['ss_9022265', 'uzbekistan', 'ss_9160571', 'kenya', 'uganda']
kabul, afghanistan, moscow, russia, ['russia', 'turkey', 'ss_9003284', 'scotland', 'iraq']
kabul, afghanistan, muscat, oman, ['ss_9022265', 'uganda', 'ss_8975435', 'uzbekistan', 'guadeloupe']
kabul, afghanistan, nairobi, kenya, ['wayne_county', 'uganda', 'ss_8928582', 'ss_9043052', 'guinea-bissau']
kabul, afghanistan, nassau, bahamas, ['ss_8654360', 'province', 'clinton_county', 'ss_9014979', 'israel']
kabul, afghanistan, niamey, niger, ['uganda', 'ss_9043052', 'ss_8973647', 'ss_8703454', 'iran']
kabul, afghanistan, nicosia, cyprus, ['ss_8757132', 'wayne_county', 'trinidad_and_tobago', 'tajikistan', 'cyprus']
kabul, afghanistan, nouakchott, mauritania, ['ss_8967176', 'estonia', 'greece', 'turkey', 'sweden']
kabul, afghanistan, nuuk, greenland, ['thailand', 'turkey', 'bulgaria', 'putnam_county', 'estonia']
kabul, afghanistan, oslo, norway, ['ss_8765069', 'greece', 'ireland', 'uganda', 'italy']
kabul, afghanistan, ottawa, canada, ['ss_8827486', 'ss_9380588', 'ss_9455640', 'orange_county', 'ss_10578471']
kabul, afghanistan, paramaribo, suriname, ['clay_county', 'ss_9031061', 'uganda', 'adams_county', 'ss_9043052']
kabul, afghanistan, paris, france, ['italy', 'france', 'ss_8801678', 'japan', 'iraq']
kabul, afghanistan, podgorica, montenegro, ['ss_8748917', 'occultism', 'ss_9022265', 'bonaire', 'honduras']
kabul, afghanistan, quito, ecuador, ['equatorial_guinea', 'ss_8777233', 'ss_8776687', 'bessarabia', 'estonia']
kabul, afghanistan, rabat, morocco, ['ss_8970445', 'putnam_county', 'bulgaria', 'bolivia', 'ss_8759420']
kabul, afghanistan, riga, latvia, ['romania', 'ss_9003284', 'ss_8910668', 'portugal', 'ss_6935594']
kampala, uganda, kathmandu, nepal, ['suriname', 'sarajevo', 'saint_lucia', 'ss_8906809', 'sudan']
kampala, uganda, khartoum, sudan, ['ss_9030210', 'sudan', 'ss_8997310', 'kendo', 'libya']
kampala, uganda, kiev, ukraine, ['ss_9015907', 'peru', 'south_vietnam', 'the_philippines', 'ss_9023321']
kampala, uganda, kigali, rwanda, ['ss_9023321', 'ss_8815346', 'belarus', 'ss_8997310', 'ss_9043052']
kampala, uganda, kingston, jamaica, ['ss_8754238', 'kosovo', 'kenya', 'ss_8827853', 'catalonia']
kampala, uganda, libreville, gabon, ['honduras', 'burkina_faso', 'haiti', 'ss_9022265', 'azad_kashmir']
kampala, uganda, lilongwe, malawi, ['daenerys', 'ss_8963095', 'barrayar', 'archaeoastronomy', 'ss_8997310']
kampala, uganda, lima, peru, ['peru', 'ss_8979878', 'ss_8979054', 'the_philippines', 'majorca']
kampala, uganda, lisbon, portugal, ['libya', 'peru', 'ss_9023321', 'poland', 'ss_8986066']
kampala, uganda, ljubljana, slovenia, ['ss_8900535', 'albania', 'russia', 'bermuda', 'ss_8730550']
kampala, uganda, london, england, ['ss_8900535', 'scotland', 'japan', 'china', 'russia']
kampala, uganda, luanda, angola, ['albania', 'ss_8958830', 'estonia', 'syria', 'belarus']
kampala, uganda, lusaka, zambia, ['cuba', 'ss_9165996', 'the_philippines', 'ss_3593362', 'ss_3631922']
kampala, uganda, madrid, spain, ['ss_9024467', 'poland', 'belarus', 'ss_9011151', 'peru']
kampala, uganda, managua, nicaragua, ['ss_9043052', 'afghanistan', 'ss_9023321', 'nicaragua', 'ireland']
kampala, uganda, manama, bahrain, ['afghanistan', 'turkey', 'bulgaria', 'the_philippines', 'ss_8703454']
kampala, uganda, manila, philippines, ['peru', 'guadalcanal', 'ss_8979054', 'ss_14946939', 'belarus']
kampala, uganda, maputo, mozambique, ['afghanistan', 'sassari', 'ss_8900535', 'alaska', 'tanzania']
kampala, uganda, minsk, belarus, ['ss_9011518', 'kenya', 'kosovo', 'belarus', 'kazakhstan']
kampala, uganda, mogadishu, somalia, ['ss_8998853', 'libya', 'ss_8959683', 'ecuador', 'malaysia']
kampala, uganda, monrovia, liberia, ['ss_8959495', 'ecuador', 'lombok', 'malaysia', 'south_vietnam']
kampala, uganda, montevideo, uruguay, ['haiti', 'kenya', 'ss_9160571', 'ss_9022265', 'belarus']
kampala, uganda, moscow, russia, ['ss_8900535', 'russia', 'south_africa', 'ss_8920381', 'ss_9004068']
kampala, uganda, muscat, oman, ['honduras', 'china', 'ss_9022265', 'venezuela', 'haiti']
kampala, uganda, nairobi, kenya, ['ss_9043052', 'kenya', 'greenland', 'honduras', 'ss_8928193']
kampala, uganda, nassau, bahamas, ['ss_8997310', 'ss_1309807', 'federation', 'israel', 'barnstable']
kampala, uganda, niamey, niger, ['ss_9043052', 'afghanistan', 'kenya', 'ss_9003284', 'iceland']
kampala, uganda, nicosia, cyprus, ['ss_9043052', 'ss_8730550', 'china', 'ss_9003284', 'ss_9023321']
kampala, uganda, nouakchott, mauritania, ['ss_8967176', 'belarus', 'scarpia', 'pristina', 'kabaddi']
kampala, uganda, nuuk, greenland, ['bulgaria', 'turkey', 'malaysia', 'belarus', 'ss_8900535']
kampala, uganda, oslo, norway, ['ss_9023321', 'russia', 'ss_8765069', 'japan', 'ss_9003284']
kampala, uganda, ottawa, canada, ['ss_9380588', 'ss_8827486', 'ss_9729530', 'and_the_united', 'ss_9377315']
kampala, uganda, paramaribo, suriname, ['ss_9031061', 'ss_9043052', 'the_philippines', 'andalusia', 'upei']
kampala, uganda, paris, france, ['japan', 'russia', 'china', 'france', 'ss_10977368']
kampala, uganda, podgorica, montenegro, ['varlaam', 'bonaire', 'gte', 'honduras', 'ss_10870691']
kampala, uganda, quito, ecuador, ['ecuador', 'moldova', 'ss_8776687', 'belarus', 'equatorial_guinea']
kampala, uganda, rabat, morocco, ['belarus', 'bulgaria', 'bolivia', 'el_salvador', 'ss_9011151']
kampala, uganda, riga, latvia, ['libya', 'sudan', 'liberia', 'ss_9013353', 'ss_8997310']
kampala, uganda, rome, italy, ['russia', 'ss_8792295', 'ss_9023321', 'egypt', 'israel']
kathmandu, nepal, khartoum, sudan, ['singapore', 'ss_8707917', 'equatorial_guinea', 'bhutan', 'fiji']
kathmandu, nepal, kiev, ukraine, ['asia_minor', 'goa', 'turin', 'gaul', 'british_columbia']
kathmandu, nepal, kigali, rwanda, ['nauru', 'ss_8815346', 'armenia', 'asmara', 'ss_3515728']
kathmandu, nepal, kingston, jamaica, ['rotterdam', 'jamaica', 'ss_8754238', 'danville', 'tunisia']
kathmandu, nepal, libreville, gabon, ['ss_8945705', 'ss_8841483', 'tajikistan_and', 'nauru', 'coimbatore']
kathmandu, nepal, lilongwe, malawi, ['ss_3515728', 'ss_8946042', 'armenia', 'herm', 'ss_9017526']
kathmandu, nepal, lima, peru, ['venezuela_and', 'ss_8979878', 'ukraine_and', 'louisiana_and', 'afghanistan_and']
kathmandu, nepal, lisbon, portugal, ['ghent', 'finland', 'where_he_was', 'ss_8846324', 'exposition']
kathmandu, nepal, ljubljana, slovenia, ['fiji', 'myanmar', 'ss_14660052', 'ss_3515728', 'tonga']
kathmandu, nepal, london, england, ['burma', 'ss_8900535', 'bhutan', 'india', 'new_zealand']
kathmandu, nepal, luanda, angola, ['nyasaland', 'bhutan', 'ss_3515728', 'ss_8708304', 'fiji']
kathmandu, nepal, lusaka, zambia, ['ss_9165996', 'key_west', 'oak_park', 'serie_b', 'samaras']
kathmandu, nepal, madrid, spain, ['ss_9024467', 'ss_8707917', 'armenia', 'ss_9017526', 'voivodeship']
kathmandu, nepal, managua, nicaragua, ['ss_3515728', 'ss_8739047', 'tajikistan_and', 'herm', 'aruba']
kathmandu, nepal, manama, bahrain, ['ss_8852209', 'ss_8848568', 'ss_3515728', 'bhutan', 'nyasaland']
kathmandu, nepal, manila, philippines, ['burma', 'ss_8916111', 'lahore', 'faizabad', 'argos']
kathmandu, nepal, maputo, mozambique, ['ss_3515728', 'ss_8971554', 'ss_15091669', 'herm', 'lleida']
kathmandu, nepal, minsk, belarus, ['kenya', 'kosovo', 'ss_9011518', 'armenia', 'fiji']
kathmandu, nepal, mogadishu, somalia, ['ss_8998853', 'equatorial_guinea', 'bangladesh', 'indonesia', 'ss_8963369']
kathmandu, nepal, monrovia, liberia, ['longyearbyen', 'eritrea_and', 'yeshiva_university', 'tyneside', 'sandomierz']
kathmandu, nepal, montevideo, uruguay, ['kenya', 'ss_9160571', 'jamaica', 'grenada', 'uganda']
kathmandu, nepal, moscow, russia, ['burma', 'ss_8900535', 'south_africa', 'indonesia', 'bhutan']
kathmandu, nepal, muscat, oman, ['tajikistan_and', 'bhutan_and', 'ss_9021503', 'nauru', 'armenia']
kathmandu, nepal, nairobi, kenya, ['nauru', 'ss_8699654', 'ss_8841483', 'namibia', 'guam']
kathmandu, nepal, nassau, bahamas, ['ulster', 'rockland', 'armenia', 'bhutan', 'dutchess']
kathmandu, nepal, niamey, niger, ['armenia', 'ss_9017526', 'ss_8707917', 'ss_8841209', 'tunis']
kathmandu, nepal, nicosia, cyprus, ['nauru', 'ss_8840374', 'ss_3515728', 'ss_9021503', 'ss_8757132']
kathmandu, nepal, nouakchott, mauritania, ['fiji', 'ss_9034550', 'armenia', 'equatorial_guinea', 'ss_8967176']
kathmandu, nepal, nuuk, greenland, ['myanmar', 'thailand', 'equatorial_guinea', 'guarana', 'burma']
kathmandu, nepal, oslo, norway, ['ss_8765069', 'northern_ireland', 'tehran', 'armenia', 'ss_9017526']
kathmandu, nepal, ottawa, canada, ['new_hampshire', 'and_the_united', 'ss_9697070', 'titans', 'canada_and']
kathmandu, nepal, paramaribo, suriname, ['armenia', 'tunisia', 'cyprus', 'ss_9017526', 'kottayam']
kathmandu, nepal, paris, france, ['burma', 'bhutan', 'vienna', 'where_she', 'ss_8846324']
kathmandu, nepal, podgorica, montenegro, ['bonan', 'optus', 'epub', 'rajshahi', 'strovolos']
kathmandu, nepal, quito, ecuador, ['ss_8777233', 'equatorial_guinea', 'longyearbyen', 'folic_acid', 'mauritius_and']
kathmandu, nepal, rabat, morocco, ['nyasaland', 'bamako', 'ss_8970445', 'bowie_was', 'ss_8965958']
kathmandu, nepal, riga, latvia, ['ss_8707917', 'nigeria', 'singapore', 'angola', 'ss_9017526']
kathmandu, nepal, rome, italy, ['burma', 'afghanistan', 'czechoslovakia', 'iraq', 'ss_8801678']
kathmandu, nepal, roseau, dominica, ['thrace', 'olomouc', 'british_columbia', 'ss_8904392', 'anatolia']
khartoum, sudan, kiev, ukraine, ['ss_9015907', 'italy', 'sicily', 'arles', 'ss_8984788']
khartoum, sudan, kigali, rwanda, ['ss_8815346', 'nicaragua', 'ss_8764107', 'ss_8984788', 'ss_9023321']
khartoum, sudan, kingston, jamaica, ['ss_8827853', 'iceland', 'lebanon', 'ss_8754238', 'sarajevo']
khartoum, sudan, libreville, gabon, ['ss_8945705', 'adjara', 'fuerteventura', 'jefferson_city', 'kennewick']
khartoum, sudan, lilongwe, malawi, ['ss_8963095', 'fuerteventura', 'basseterre', 'tromelin', 'ss_8763387']
khartoum, sudan, lima, peru, ['ss_8979878', 'peru', 'ss_8979054', 'lebanon', 'peru_and']
khartoum, sudan, lisbon, portugal, ['ss_8986066', 'finland', 'albania', 'lebanon', 'ss_8779504']
khartoum, sudan, ljubljana, slovenia, ['ss_8818736', 'ss_8704822', 'albania', 'tasmania', 'ss_9012297']
khartoum, sudan, london, england, ['england', 'ss_11137748', 'paris', 'ss_8871007', 'scotland']
khartoum, sudan, luanda, angola, ['albania', 'estonia', 'ss_8704822', 'nigeria', 'mali']
khartoum, sudan, lusaka, zambia, ['ss_9165996', 'ss_9165613', 'mellotron', 'ss_9164561', 'east-central']
khartoum, sudan, madrid, spain, ['ss_9024467', 'poland', 'estonia', 'lithuania', 'ethiopia']
khartoum, sudan, managua, nicaragua, ['ss_8739047', 'nicaragua', 'bangkok', 'guyana', 'tel_aviv']
khartoum, sudan, manama, bahrain, ['ss_8848568', 'ivory_coast', 'ss_8852209', 'albania', 'ss_8704822']
khartoum, sudan, manila, philippines, ['stalingrad', 'ss_8981746', 'zimbabwe', 'iceland', 'chania']
khartoum, sudan, maputo, mozambique, ['ss_8971554', 'bangkok', 'ss_9080146', 'trinidad_and_tobago', 'manama']
khartoum, sudan, minsk, belarus, ['ss_9011518', 'slovakia', 'iceland', 'albania', 'latvia']
khartoum, sudan, mogadishu, somalia, ['ss_8998853', 'libya', 'ethiopia', 'ss_11337202', 'ss_8959683']
khartoum, sudan, monrovia, liberia, ['ss_8959495', 'estonia', 'tyneside', 'ss_8818444', 'dejima']
khartoum, sudan, montevideo, uruguay, ['ss_9160571', 'uzbekistan', 'haiti', 'kyrgyzstan', 'lebanon']
khartoum, sudan, moscow, russia, ['ss_8720481', 'south_africa', 'georgia', 'kabul', 'russia']
khartoum, sudan, muscat, oman, ['fuerteventura', 'ss_8975435', 'adjara', 'sakhalin', 'achill']
khartoum, sudan, nairobi, kenya, ['guyana', 'ss_8948346', 'ss_8699654', 'ss_8928582', 'nigeria']
khartoum, sudan, nassau, bahamas, ['lebanon', 'ss_8847570', 'ss_8957381', 'barnstable', 'ss_8704822']
khartoum, sudan, niamey, niger, ['ss_8973647', 'fuerteventura', 'iceland', 'nicaragua', 'lebanon']
khartoum, sudan, nicosia, cyprus, ['ss_8757132', 'bangkok', 'cyprus', 'ss_9036880', 'guyana']
khartoum, sudan, nouakchott, mauritania, ['albania', 'estonia', 'ss_8967176', 'slovakia', 'slovenia']
khartoum, sudan, nuuk, greenland, ['bulgaria', 'estonia', 'turkey', 'albania', 'thailand']
khartoum, sudan, oslo, norway, ['ss_8765069', 'ss_8705397', 'finland', 'ss_8984788', 'albania']
khartoum, sudan, ottawa, canada, ['ss_8827486', 'ss_8832877', 'colorado', 'cleveland', 'ss_9380588']
khartoum, sudan, paramaribo, suriname, ['ss_9031061', 'fuerteventura', 'daschle', 'thimphu', 'kauniainen']
khartoum, sudan, paris, france, ['ss_8929922', 'france', 'ss_9145751', 'rome', 'italy']
khartoum, sudan, podgorica, montenegro, ['aegisthus', 'bonaire', 'roosa', 'samarqand', 'sint_eustatius']
khartoum, sudan, quito, ecuador, ['estonia', 'macedonia', 'equatorial_guinea', 'eritrea', 'ethiopia']
khartoum, sudan, rabat, morocco, ['ss_8970445', 'ss_9012297', 'estonia', 'bulgaria', 'gabon']
khartoum, sudan, riga, latvia, ['lebanon', 'libya', 'latvia', 'slovakia', 'ss_9013353']
