athens, greece, baghdad, iraq, ['iraq', 'afghanistan', 'pakistan', 'indonesia', 'syria']
doha, qatar, nassau, bahamas, ['clark', 'suffolk', 'adventures', 'strauss', 'counties']
dublin, ireland, gaborone, botswana, ['izmir', 'manatee', 'luzon', 'wallonia', 'sicilia']
dublin, ireland, georgetown, guyana, ['zealand', 'australia', 'japan', 'canada', 'nominees']
dublin, ireland, hanoi, vietnam, ['turkey', 'uruguay', 'norway', 'toured', 'layla']
dublin, ireland, harare, zimbabwe, ['khama', 'franchisee', 'attersee', 'cjls', 'marinetti']
dublin, ireland, havana, cuba, ['cuba', 'argentina', 'spain', 'britain', 'chile']
dublin, ireland, helsinki, finland, ['belgium', 'denmark', 'sweden', 'finland', 'norway']
dublin, ireland, islamabad, pakistan, ['pakistan', 'tunisia', 'happening', 'lahore', 'algeria']
dublin, ireland, jakarta, indonesia, ['indonesia', 'belgium', 'brazil', 'chiapas', 'countries']
dublin, ireland, kabul, afghanistan, ['greece', 'italy', 'egypt', 'britain', 'spain']
dublin, ireland, kathmandu, nepal, ['franchisee', 'norway', 'dukedom', 'lillehammer', 'dissolves']
dublin, ireland, khartoum, sudan, ['sudan', 'tunisia', 'turkey', 'wagoner', 'russia']
dublin, ireland, kiev, ukraine, ['russia', 'ussr', 'ukraine', 'abdicates', 'tsar']
dublin, ireland, kingston, jamaica, ['jamaica', 'canada', 'australia', 'denmark', 'kingdom']
dublin, ireland, libreville, gabon, ['dupuis', 'sato', 'prorogued', 'cisleithania', 'anatole']
dublin, ireland, lilongwe, malawi, ['corazon', 'sato', 'alphabetization', 'pankhurst', 'bettino']
dublin, ireland, lima, peru, ['peru', 'venezuela', 'chile', 'suriname', 'brazil']
dublin, ireland, lisbon, portugal, ['portugal', 'belgium', 'spain', 'france', 'brazil']
dublin, ireland, ljubljana, slovenia, ['slovenia', 'honshu', 'malan', 'murmansk', 'ik']
dublin, ireland, london, england, ['britain', 'england', 'australia', 'british', 'kingdom']
dublin, ireland, luanda, angola, ['argentina', 'angola', 'indonesian', 'indonesia', 'brazil']
dublin, ireland, lusaka, zambia, ['malan', 'chur', 'belgium', 'abeken', 'cedes']
dublin, ireland, madrid, spain, ['spain', 'france', 'argentina', 'britain', 'tour']
dublin, ireland, managua, nicaragua, ['lasker', 'galicia', 'argentina', 'fangio', 'nicaragua']
dublin, ireland, manama, bahrain, ['argentina', 'wallonia', 'denmark', 'belgium', 'brazil']
dublin, ireland, manila, philippines, ['philippines', 'norway', 'portugal', 'netherlands', 'burma']
dublin, ireland, maputo, mozambique, ['velez', 'xiang', 'mechanisation', 'marquesan', 'vld']
dublin, ireland, minsk, belarus, ['turkey', 'belgium', 'belarus', 'abdicates', 'francoist']
dublin, ireland, mogadishu, somalia, ['francoist', 'norway', 'luttwak', 'cedes', 'respondents']
dublin, ireland, monrovia, liberia, ['turkey', 'suriname', 'venezuela', 'denominated', 'isambard']
dublin, ireland, montevideo, uruguay, ['uruguay', 'treaties', 'signed', 'amendment', 'constitution']
dublin, ireland, moscow, russia, ['russia', 'france', 'britain', 'independence', 'germany']
dublin, ireland, muscat, oman, ['milhaud', 'invaded', 'isambard', 'withdraws', 'prophase']
dublin, ireland, nairobi, kenya, ['kenya', 'tanzania', 'somalia', 'zimbabwe', 'thailand']
dublin, ireland, nassau, bahamas, ['dukes', 'suriname', 'suffolk', 'norway', 'independents']
gaborone, botswana, georgetown, guyana, ['uk', 'us', 'inc', 'institute', 'department']
gaborone, botswana, hanoi, vietnam, ['burma', 'cronenberg', 'yahoo', 'burundi', 'azerbaijan']
gaborone, botswana, harare, zimbabwe, ['chappelle', 'overviews', 'miramax', 'fia', 'jsf']
gaborone, botswana, havana, cuba, ['cuban', 'cuba', 'news', 'yahoo', 'cia']
gaborone, botswana, helsinki, finland, ['directory', 'news', 'website', 'communications', 'profile']
gaborone, botswana, islamabad, pakistan, ['libya', 'news', 'bbc', 'bangladesh', 'directory']
gaborone, botswana, jakarta, indonesia, ['directory', 'news', 'tourism', 'economy', 'yahoo']
gaborone, botswana, kabul, afghanistan, ['news', 'bbc', 'headline', 'profile', 'cia']
gaborone, botswana, kathmandu, nepal, ['news', 'bbc', 'archives', 'inc', 'coverage']
gaborone, botswana, khartoum, sudan, ['directory', 'communications', 'initiative', 'libya', 'yahoo']
gaborone, botswana, kiev, ukraine, ['bbc', 'corp', 'announced', 'animation', 'dec']
gaborone, botswana, kingston, jamaica, ['website', 'directory', 'jamaica', 'news', 'archives']
gaborone, botswana, libreville, gabon, ['solicited', 'declassified', 'allafrica', 'lesotho', 'overviews']
gaborone, botswana, lilongwe, malawi, ['malawi', 'carneiro', 'mainstay', 'directory', 'newspeak']
gaborone, botswana, lima, peru, ['chile', 'colombia', 'cuba', 'bolivia', 'cuban']
gaborone, botswana, lisbon, portugal, ['news', 'directory', 'project', 'pictures', 'bbc']
gaborone, botswana, ljubljana, slovenia, ['directory', 'marmite', 'bolivia', 'overviews', 'liqueurs']
gaborone, botswana, london, england, ['uk', 'bbc', 'news', 'website', 'links']
gaborone, botswana, luanda, angola, ['angola', 'directory', 'mozambique', 'demographics', 'economy']
gaborone, botswana, lusaka, zambia, ['tangier', 'yahoo', 'ldap', 'freenet', 'marmite']
gaborone, botswana, madrid, spain, ['news', 'tour', 'website', 'directory', 'forum']
gaborone, botswana, managua, nicaragua, ['cuban', 'libya', 'bolivian', 'eritrea', 'xinhua']
gaborone, botswana, manama, bahrain, ['lesotho', 'economy', 'factbook', 'directory', 'demographics']
gaborone, botswana, manila, philippines, ['myanmar', 'bbc', 'bangladesh', 'directory', 'news']
gaborone, botswana, maputo, mozambique, ['xinhua', 'clonaid', 'harvester', 'enron', 'trofeo']
gaborone, botswana, minsk, belarus, ['news', 'libya', 'profile', 'bbc', 'ghana']
gaborone, botswana, mogadishu, somalia, ['militaries', 'conscription', 'yahoo', 'mendelevium', 'eastenders']
gaborone, botswana, monrovia, liberia, ['clinton', 'liberia', 'enron', 'cuban', 'diamondbacks']
gaborone, botswana, montevideo, uruguay, ['clinton', 'ams', 'hillary', 'uk', 'factbook']
gaborone, botswana, moscow, russia, ['news', 'bbc', 'announced', 'national', 'website']
gaborone, botswana, muscat, oman, ['bbc', 'libya', 'kuwait', 'headline', 'factbook']
gaborone, botswana, nairobi, kenya, ['myanmar', 'kenya', 'directory', 'yahoo', 'news']
gaborone, botswana, nassau, bahamas, ['clinton', 'bill', 'bnp', 'schwarzenegger', 'bryson']
gaborone, botswana, nicosia, cyprus, ['benin', 'militaries', 'liberia', 'directory', 'myanmar']
gaborone, botswana, nouakchott, mauritania, ['economy', 'government', 'politics', 'lesotho', 'benelux']
gaborone, botswana, nuuk, greenland, ['toei', 'myanmar', 'bujold', 'capcom', 'yahoo']
georgetown, guyana, hanoi, vietnam, ['reinhardt', 'turkestan', 'rancid', 'comoros', 'depicting']
georgetown, guyana, harare, zimbabwe, ['sumba', 'hoisted', 'raving', 'rejoining', 'whine']
georgetown, guyana, havana, cuba, ['hispaniola', 'cuba', 'haiti', 'moldova', 'fidel']
georgetown, guyana, helsinki, finland, ['moldova', 'herzegovina', 'grenada', 'guiana', 'eritrean']
georgetown, guyana, islamabad, pakistan, ['karachi', 'algeria', 'timor', 'grape', 'bangladesh']
georgetown, guyana, jakarta, indonesia, ['turkestan', 'hispaniola', 'mozambique', 'casablanca', 'tourist']
georgetown, guyana, kabul, afghanistan, ['haiti', 'hispaniola', 'kandahar', 'eritrean', 'peshawar']
georgetown, guyana, kathmandu, nepal, ['eritrean', 'emerald', 'meteor', 'molten', 'shower']
georgetown, guyana, khartoum, sudan, ['sudan', 'reinhardt', 'ecuador', 'algeria', 'gabon']
georgetown, guyana, kiev, ukraine, ['seawater', 'depicting', 'shower', 'mercator', 'sarajevo']
georgetown, guyana, kingston, jamaica, ['grenada', 'jamaica', 'barbados', 'hispaniola', 'ness']
georgetown, guyana, libreville, gabon, ['shadowed', 'montrealers', 'raving', 'necker', 'painfully']
georgetown, guyana, lilongwe, malawi, ['turkle', 'multidimensional', 'raving', 'canso', 'deliberative']
georgetown, guyana, lima, peru, ['peru', 'colombia', 'reinhardt', 'fidel', 'hispaniola']
georgetown, guyana, lisbon, portugal, ['hispaniola', 'haiti', 'ecuador', 'morocco', 'guatemala']
georgetown, guyana, ljubljana, slovenia, ['hypomania', 'strontium', 'barium', 'modality', 'slovenia']
georgetown, guyana, london, england, ['tourist', 'scene', 'visit', 'popular', 'ireland']
georgetown, guyana, luanda, angola, ['indonesian', 'grenada', 'hispaniola', 'haiti', 'mozambique']
georgetown, guyana, lusaka, zambia, ['casablanca', 'separatism', 'ciprofloxacin', 'tangier', 'swings']
georgetown, guyana, madrid, spain, ['hispaniola', 'ecuador', 'haiti', 'casablanca', 'guiana']
georgetown, guyana, managua, nicaragua, ['hispaniola', 'hitpa', 'bobble', 'sarajevo', 'qadhafi']
georgetown, guyana, manama, bahrain, ['turkestan', 'grenada', 'morocco', 'jehu', 'daiquiri']
georgetown, guyana, manila, philippines, ['eritrean', 'bangladesh', 'montenegro', 'qadhafi', 'hitpa']
georgetown, guyana, maputo, mozambique, ['lechuck', 'sumba', 'acura', 'hispaniola', 'bureaus']
georgetown, guyana, minsk, belarus, ['hispaniola', 'morocco', 'qadhafi', 'equatorial', 'moldova']
georgetown, guyana, mogadishu, somalia, ['pelagianism', 'turkestan', 'ciprofloxacin', 'clonic', 'aberfoyle']
georgetown, guyana, monrovia, liberia, ['hispaniola', 'ldp', 'andhra', 'hariri', 'turkestan']
georgetown, guyana, montevideo, uruguay, ['hispaniola', 'referendum', 'reinhardt', 'phosphor', 'monsoon']
georgetown, guyana, moscow, russia, ['moldova', 'eritrean', 'montenegro', 'bulgaria', 'bosnia']
georgetown, guyana, muscat, oman, ['slides', 'sita', 'turkestan', 'whine', 'sapho']
georgetown, guyana, nairobi, kenya, ['turkestan', 'ecuador', 'mozambique', 'eritrean', 'kenya']
georgetown, guyana, nassau, bahamas, ['ness', 'sheba', 'violet', 'tyre', 'shower']
georgetown, guyana, nicosia, cyprus, ['gascon', 'grenada', 'andhra', 'turkestan', 'necker']
georgetown, guyana, nouakchott, mauritania, ['hispaniola', 'malabo', 'ogre', 'haiti', 'gascon']
georgetown, guyana, nuuk, greenland, ['yaw', 'delmarva', 'hypomania', 'dichromate', 'retrograde']
georgetown, guyana, oslo, norway, ['moldova', 'morocco', 'hispaniola', 'bulgaria', 'haiti']
hanoi, vietnam, harare, zimbabwe, ['bech', 'vme', 'kuznetsov', 'jsf', 'martingale']
hanoi, vietnam, havana, cuba, ['cuba', 'embassy', 'cuban', 'troops', 'soviet']
hanoi, vietnam, helsinki, finland, ['korea', 'kenya', 'china', 'taiwan', 'seoul']
hanoi, vietnam, islamabad, pakistan, ['pakistan', 'karachi', 'bangladesh', 'lahore', 'kenya']
hanoi, vietnam, jakarta, indonesia, ['korea', 'china', 'taiwan', 'indonesia', 'bangladesh']
hanoi, vietnam, kabul, afghanistan, ['china', 'troops', 'army', 'israel', 'withdrew']
hanoi, vietnam, kathmandu, nepal, ['highway', 'raid', 'bay', 'suez', 'bengal']
hanoi, vietnam, khartoum, sudan, ['sudan', 'pakistan', 'kenya', 'perk', 'moscow']
hanoi, vietnam, kiev, ukraine, ['soviet', 'russian', 'alexei', 'airlines', 'tsar']
hanoi, vietnam, kingston, jamaica, ['hong', 'kong', 'taiwan', 'defense', 'british']
hanoi, vietnam, libreville, gabon, ['venlafaxine', 'directia', 'informatii', 'plutocracy', 'paraplegic']
hanoi, vietnam, lilongwe, malawi, ['shenzhen', 'nds', 'ethics', 'wan', 'pompidou']
hanoi, vietnam, lima, peru, ['venezuela', 'china', 'ba', 'mexico', 'colombia']
hanoi, vietnam, lisbon, portugal, ['karachi', 'pakistan', 'access', 'china', 'kilometres']
hanoi, vietnam, ljubljana, slovenia, ['jeju', 'nguyen', 'bahasa', 'bowlers', 'gyeonggi']
hanoi, vietnam, london, england, ['british', 'york', 'centre', 'war', 'service']
hanoi, vietnam, luanda, angola, ['indonesian', 'korea', 'hong', 'kong', 'hastings']
hanoi, vietnam, lusaka, zambia, ['lvl', 'correspondent', 'sloti', 'surrenders', 'schultz']
hanoi, vietnam, madrid, spain, ['francisco', 'call', 'war', 'police', 'centre']
hanoi, vietnam, managua, nicaragua, ['totaled', 'conquistador', 'jos', 'mexico', 'capital']
hanoi, vietnam, manama, bahrain, ['hastings', 'korea', 'chad', 'kuwait', 'moshe']
hanoi, vietnam, manila, philippines, ['philippines', 'korea', 'seoul', 'pakistan', 'abacus']
hanoi, vietnam, maputo, mozambique, ['yen', 'iu', 'charlevoix', 'yakima', 'bogota']
hanoi, vietnam, minsk, belarus, ['china', 'kenya', 'guangzhou', 'shanghai', 'pakistan']
hanoi, vietnam, mogadishu, somalia, ['bahasa', 'korea', 'seoul', 'surrenders', 'novas']
hanoi, vietnam, monrovia, liberia, ['korea', 'roosevelt', 'totaled', 'babur', 'kuwait']
hanoi, vietnam, montevideo, uruguay, ['united', 'declares', 'washington', 'convention', 'states']
hanoi, vietnam, moscow, russia, ['soviet', 'war', 'union', 'russia', 'russian']
hanoi, vietnam, muscat, oman, ['oman', 'korea', 'arabia', 'pakistan', 'kuwait']
hanoi, vietnam, nairobi, kenya, ['kenya', 'korea', 'vietnamese', 'shenzhen', 'chad']
hanoi, vietnam, nassau, bahamas, ['orange', 'suffolk', 'iowa', 'hastings', 'woolf']
hanoi, vietnam, nicosia, cyprus, ['vietnamese', 'taught', 'korea', 'dutch', 'hastings']
hanoi, vietnam, nouakchott, mauritania, ['capital', 'responsibility', 'military', 'government', 'shenzhen']
hanoi, vietnam, nuuk, greenland, ['ei', 'xor', 'seoul', 'bahasa', 'aba']
hanoi, vietnam, oslo, norway, ['israel', 'war', 'declared', 'palestinians', 'russia']
hanoi, vietnam, ottawa, canada, ['canada', 'ontario', 'atlantic', 'alaska', 'quebec']
harare, zimbabwe, havana, cuba, ['guinea', 'cuba', 'africa', 'african', 'libya']
harare, zimbabwe, helsinki, finland, ['kenya', 'africa', 'south', 'uganda', 'borders']
harare, zimbabwe, islamabad, pakistan, ['pakistan', 'tunisia', 'africa', 'lahore', 'kenya']
harare, zimbabwe, jakarta, indonesia, ['africa', 'kenya', 'indonesia', 'namibia', 'malawi']
harare, zimbabwe, kabul, afghanistan, ['egypt', 'afghanistan', 'india', 'pakistan', 'israel']
harare, zimbabwe, kathmandu, nepal, ['arabia', 'kent', 'south', 'siberia', 'northwestern']
harare, zimbabwe, khartoum, sudan, ['sudan', 'tunisia', 'kenya', 'africa', 'pakistan']
harare, zimbabwe, kiev, ukraine, ['siberia', 'ukraine', 'helen', 'arabia', 'ussr']
harare, zimbabwe, kingston, jamaica, ['jamaica', 'cornwall', 'missouri', 'malawi', 'hamilton']
harare, zimbabwe, libreville, gabon, ['kurdish', 'counties', 'swaziland', 'africa', 'algeria']
harare, zimbabwe, lilongwe, malawi, ['zambia', 'malawi', 'kenya', 'tanzania', 'swaziland']
harare, zimbabwe, lima, peru, ['peru', 'african', 'venezuela', 'africa', 'sudan']
harare, zimbabwe, lisbon, portugal, ['africa', 'inhabitants', 'algeria', 'african', 'tunisia']
harare, zimbabwe, ljubljana, slovenia, ['swaziland', 'tanzania', 'namibia', 'zambia', 'galloway']
harare, zimbabwe, london, england, ['america', 'and', 'south', 'new', 'east']
harare, zimbabwe, luanda, angola, ['kenya', 'madagascar', 'angola', 'namibia', 'africa']
harare, zimbabwe, lusaka, zambia, ['tunisia', 'tanzania', 'tajikistan', 'zambia', 'helen']
harare, zimbabwe, madrid, spain, ['africa', 'african', 'south', 'gandhi', 'america']
harare, zimbabwe, managua, nicaragua, ['counties', 'yemen', 'zambia', 'mexico', 'oklahoma']
harare, zimbabwe, manama, bahrain, ['chad', 'africa', 'sudan', 'yemen', 'somalia']
harare, zimbabwe, manila, philippines, ['pakistan', 'philippines', 'bangladesh', 'thailand', 'nepal']
harare, zimbabwe, maputo, mozambique, ['zambia', 'counties', 'yemen', 'nairobi', 'fingal']
harare, zimbabwe, minsk, belarus, ['kenya', 'tunisia', 'tanzania', 'turkey', 'sudan']
harare, zimbabwe, mogadishu, somalia, ['somalia', 'neighboring', 'counties', 'ionia', 'tanzania']
harare, zimbabwe, monrovia, liberia, ['yemen', 'galloway', 'arkansas', 'turkey', 'arabia']
harare, zimbabwe, montevideo, uruguay, ['turkey', 'yemen', 'turkmenistan', 'arkansas', 'uruguay']
harare, zimbabwe, moscow, russia, ['russia', 'kenya', 'people', 'south', 'western']
harare, zimbabwe, muscat, oman, ['arabia', 'iran', 'yemen', 'neighboring', 'persia']
harare, zimbabwe, nairobi, kenya, ['kenya', 'zambia', 'tanzania', 'uganda', 'namibia']
harare, zimbabwe, nassau, bahamas, ['suffolk', 'counties', 'hamilton', 'county', 'caucasian']
harare, zimbabwe, nicosia, cyprus, ['kenya', 'malay', 'sudan', 'tunisia', 'speaks']
harare, zimbabwe, nouakchott, mauritania, ['kenya', 'counties', 'capital', 'provincial', 'provinces']
harare, zimbabwe, nuuk, greenland, ['yemen', 'galloway', 'somalia', 'ionia', 'swaziland']
harare, zimbabwe, oslo, norway, ['turkey', 'tunisia', 'arabia', 'israel', 'peace']
harare, zimbabwe, ottawa, canada, ['missouri', 'south', 'ontario', 'jamaica', 'canada']
havana, cuba, helsinki, finland, ['finland', 'armenia', 'denmark', 'myanmar', 'greenland']
havana, cuba, islamabad, pakistan, ['pakistan', 'indonesia', 'turkey', 'brazil', 'argentina']
havana, cuba, jakarta, indonesia, ['indonesia', 'mexico', 'maharashtra', 'korea', 'dominica']
havana, cuba, kabul, afghanistan, ['afghanistan', 'egypt', 'italy', 'china', 'greece']
havana, cuba, kathmandu, nepal, ['northwestern', 'caspian', 'mindanao', 'southern', 'patan']
havana, cuba, khartoum, sudan, ['sudan', 'turkey', 'thailand', 'cambodia', 'pakistan']
havana, cuba, kiev, ukraine, ['ussr', 'ukraine', 'russia', 'phantom', 'japan']
havana, cuba, kingston, jamaica, ['jamaica', 'dominica', 'flora', 'caribbean', 'denmark']
havana, cuba, libreville, gabon, ['praxeology', 'unrecognised', 'kalmykia', 'pate', 'craxi']
havana, cuba, lilongwe, malawi, ['pseudoarchaeology', 'pai', 'maharashtra', 'henan', 'bettino']
havana, cuba, lima, peru, ['peru', 'chile', 'venezuela', 'colombia', 'brazil']
havana, cuba, lisbon, portugal, ['portugal', 'brazil', 'spain', 'peru', 'italy']
havana, cuba, ljubljana, slovenia, ['slovenia', 'groningen', 'barium', 'westeros', 'slovakia']
havana, cuba, london, england, ['world', 'america', 'city', 'united', 'uk']
havana, cuba, luanda, angola, ['dominica', 'angola', 'indonesia', 'maharashtra', 'korea']
havana, cuba, lusaka, zambia, ['provence', 'innsbruck', 'switzerland', 'cedes', 'rth']
havana, cuba, madrid, spain, ['spain', 'chile', 'argentina', 'tour', 'el']
havana, cuba, managua, nicaragua, ['mexico', 'guadalajara', 'argentina', 'chile', 'fangio']
havana, cuba, manama, bahrain, ['manu', 'maharashtra', 'argentina', 'dominica', 'armenia']
havana, cuba, manila, philippines, ['philippines', 'xi', 'westeros', 'korea', 'myanmar']
havana, cuba, maputo, mozambique, ['jalisco', 'codepoint', 'henan', 'guadalajara', 'govt']
havana, cuba, minsk, belarus, ['turkey', 'belarus', 'cambodia', 'china', 'morocco']
havana, cuba, mogadishu, somalia, ['innsbruck', 'misogyny', 'norway', 'francoist', 'cjd']
havana, cuba, monrovia, liberia, ['venezuela', 'maharashtra', 'chile', 'turkey', 'bahamas']
havana, cuba, montevideo, uruguay, ['convention', 'uruguay', 'berne', 'venezuela', 'turkey']
havana, cuba, moscow, russia, ['russia', 'finland', 'union', 'france', 'independence']
havana, cuba, muscat, oman, ['persia', 'arabia', 'iran', 'dalmatia', 'saudi']
havana, cuba, nairobi, kenya, ['kenya', 'myanmar', 'thailand', 'korea', 'sahel']
havana, cuba, nassau, bahamas, ['suffolk', 'alabama', 'lesser', 'counties', 'dukes']
havana, cuba, nicosia, cyprus, ['cyprus', 'gallia', 'wallonia', 'manama', 'groningen']
havana, cuba, nouakchott, mauritania, ['capital', 'facto', 'maharashtra', 'suva', 'meiningen']
havana, cuba, nuuk, greenland, ['rth', 'wtc', 'aran', 'unction', 'yucatan']
havana, cuba, oslo, norway, ['norway', 'denmark', 'accords', 'sweden', 'poland']
