athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province']
vilnius, lithuania, bamako, mali, ['convention', 'has', 'mosque', 'under', 'timbuktu']
vilnius, lithuania, bangkok, thailand, ['thailand', 'post', 'airlines', 'international', 'air']
vilnius, lithuania, beijing, china, ['the', 'in', 'of', 'and', 'to']
vilnius, lithuania, beirut, lebanon, ['in', 'and', 'of', 'the', 'one']
vilnius, lithuania, belgrade, serbia, ['in', 'to', 'serbia', 'from', 'two']
vilnius, lithuania, berlin, germany, ['the', 'in', 'of', 'one', 'and']
vilnius, lithuania, bern, switzerland, ['switzerland', 'berne', 'or', 'new', 'wisconsin']
vilnius, lithuania, bishkek, kyrgyzstan, ['is', 'oblasty', 'kyrgyzstan', 'near', 'jalal']
vilnius, lithuania, bratislava, slovakia, ['slovakia', 'image', 'jpg', 'is', 'castle']
vilnius, lithuania, brussels, belgium, ['the', 'in', 'of', 'and', 'one']
vilnius, lithuania, bucharest, romania, ['eight', 'romania', 'patriarchate', 'treaty', 'august']
vilnius, lithuania, budapest, hungary, ['in', 'hungary', 'one', 'nine', 'of']
vilnius, lithuania, bujumbura, burundi, ['burundi', 'provinces', 'administrative', 'note', 'has']
vilnius, lithuania, cairo, egypt, ['in', 'the', 'and', 'egypt', 'of']
vilnius, lithuania, canberra, australia, ['one', 'australia', 'australian', 'in', 'nine']
vilnius, lithuania, caracas, venezuela, ['venezuela', 'de', 'el', 'day', 'modern']
vilnius, lithuania, chisinau, moldova, ['moldova', 'is', 'transnistria', 'balti', 'maps']
vilnius, lithuania, conakry, guinea, ['guinea', 'zone', 'prefecture', 'special', 'guinee']
vilnius, lithuania, copenhagen, denmark, ['the', 'in', 'of', 'one', 'and']
vilnius, lithuania, dakar, senegal, ['rally', 'paris', 'senegal', 'africa', 'master']
warsaw, poland, yerevan, armenia, ['armenia', 'tv', 'tower', 'included', 'japan']
warsaw, poland, zagreb, croatia, ['croatia', 'split', 'e', 'rijeka', 'grad']
warsaw, poland, accra, ghana, ['plains', 'ghana', 'kumasi', 'capital', 'nkrumah']
warsaw, poland, algiers, algeria, ['image', 'algeria', 'accord', 'jpg', 'agreement']
warsaw, poland, amman, jordan, ['jordan', 'jacob', 'capital', 'area', 'aqaba']
warsaw, poland, ankara, turkey, ['turkey', 'turkish', 'is', 'citadel', 'capital']
warsaw, poland, antananarivo, madagascar, ['madagascar', 'mahajanga', 'demographics', 'regions', 'province']
warsaw, poland, asmara, eritrea, ['capital', 'telephone', 'mailing', 'area', 'street']
warsaw, poland, astana, kazakhstan, ['almaty', 'qazaqstan', 'atyrau', 'kazakhstan', 'each']
warsaw, poland, athens, greece, ['of', 'the', 'in', 'and', 'to']
warsaw, poland, baghdad, iraq, ['of', 'is', 'iraq', 'was', 'and']
warsaw, poland, baku, azerbaijan, ['azerbaijan', 'is', 'oil', 'are', 'sea']
warsaw, poland, bamako, mali, ['convention', 'mosque', 'timbuktu', 'has', 'under']
warsaw, poland, bangkok, thailand, ['thailand', 'post', 'hong', 'singapore', 'taipei']
warsaw, poland, beijing, china, ['of', 'in', 'and', 'china', 'is']
warsaw, poland, beirut, lebanon, ['lebanon', 'american', 'capital', 'there', 'has']
warsaw, poland, belgrade, serbia, ['serbia', 'kosovo', 'bar', 'new', 'croatia']
warsaw, poland, berlin, germany, ['the', 'in', 'of', 'one', 'and']
warsaw, poland, bern, switzerland, ['switzerland', 'berne', 'or', 'wisconsin', 'canton']
warsaw, poland, bishkek, kyrgyzstan, ['is', 'oblasty', 'kyrgyzstan', 'jalal', 'cityscape']
warsaw, poland, bratislava, slovakia, ['slovakia', 'image', 'jpg', 'photo', 'castle']
warsaw, poland, brussels, belgium, ['in', 'capital', 'belgium', 'is', 'and']
warsaw, poland, bucharest, romania, ['romania', 'patriarchate', 'danube', 'polytechnic', 'belgrade']
warsaw, poland, budapest, hungary, ['hungary', 'hungarian', 'debrecen', 'k', 'stock']
warsaw, poland, bujumbura, burundi, ['burundi', 'provinces', 'capital', 'note', 'airports']
warsaw, poland, cairo, egypt, ['egypt', 'in', 'al', 'is', 'at']
warsaw, poland, canberra, australia, ['australia', 'australian', 'capital', 'national', 'university']
warsaw, poland, caracas, venezuela, ['venezuela', 'de', 'el', 'modern', 'bogot']
warsaw, poland, chisinau, moldova, ['moldova', 'transnistria', 'balti', 'center', 'maps']
warsaw, poland, conakry, guinea, ['guinea', 'capital', 'region', 'zone', 'prefecture']
warsaw, poland, copenhagen, denmark, ['interpretation', 'denmark', 'is', 'in', 'of']
warsaw, poland, dakar, senegal, ['rally', 'paris', 'senegal', 'africa', 'g']
warsaw, poland, damascus, syria, ['of', 'and', 'to', 'steel', 'is']
yerevan, armenia, zagreb, croatia, ['the', 'and', 'of', 'to', 'one']
yerevan, armenia, accra, ghana, ['the', 'and', 'of', 'plains', 'in']
yerevan, armenia, algiers, algeria, ['the', 'of', 'in', 'and', 'one']
yerevan, armenia, amman, jordan, ['the', 'jordan', 'and', 'in', 'of']
yerevan, armenia, ankara, turkey, ['the', 'of', 'in', 'and', 'one']
yerevan, armenia, antananarivo, madagascar, ['madagascar', 'mahajanga', 'demographics', 'regions', 'province']
yerevan, armenia, asmara, eritrea, ['the', 'capital', 'and', 'to', 'of']
yerevan, armenia, astana, kazakhstan, ['almaty', 'and', 'qazaqstan', 'atyrau', 'cities']
yerevan, armenia, athens, greece, ['of', 'the', 'in', 'and', 'to']
yerevan, armenia, baghdad, iraq, ['the', 'of', 'in', 'and', 'to']
yerevan, armenia, baku, azerbaijan, ['the', 'of', 'in', 'and', 'azerbaijan']
yerevan, armenia, bamako, mali, ['the', 'convention', 'six', 'under', 'capital']
yerevan, armenia, bangkok, thailand, ['thailand', 'the', 'post', 'and', 'two']
yerevan, armenia, beijing, china, ['the', 'of', 'in', 'and', 'to']
yerevan, armenia, beirut, lebanon, ['in', 'the', 'of', 'and', 'one']
yerevan, armenia, belgrade, serbia, ['in', 'the', 'and', 'of', 'to']
yerevan, armenia, berlin, germany, ['the', 'in', 'of', 'one', 'and']
yerevan, armenia, bern, switzerland, ['the', 'of', 'in', 'switzerland', 'and']
yerevan, armenia, bishkek, kyrgyzstan, ['of', 'the', 'is', 'a', 'to']
yerevan, armenia, bratislava, slovakia, ['the', 'in', 'of', 'one', 'nine']
yerevan, armenia, brussels, belgium, ['the', 'in', 'of', 'and', 'one']
yerevan, armenia, bucharest, romania, ['of', 'the', 'one', 'to', 'nine']
yerevan, armenia, budapest, hungary, ['in', 'of', 'the', 'one', 'hungary']
yerevan, armenia, bujumbura, burundi, ['capital', 'the', 'burundi', 'administrative', 'five']
yerevan, armenia, cairo, egypt, ['in', 'the', 'of', 'and', 'to']
yerevan, armenia, canberra, australia, ['the', 'of', 'one', 'in', 'australia']
yerevan, armenia, caracas, venezuela, ['venezuela', 'of', 'one', 'the', 'nine']
yerevan, armenia, chisinau, moldova, ['of', 'the', 'and', 'in', 'a']
yerevan, armenia, conakry, guinea, ['guinea', 'capital', 'region', 'and', 'to']
yerevan, armenia, copenhagen, denmark, ['the', 'in', 'of', 'one', 'and']
yerevan, armenia, dakar, senegal, ['rally', 'the', 'paris', 'senegal', 'and']
yerevan, armenia, damascus, syria, ['of', 'the', 'and', 'to', 'in']
yerevan, armenia, dhaka, bangladesh, ['and', 'of', 'the', 'chittagong', 'bangladesh']
yerevan, armenia, doha, qatar, ['qatar', 'the', 'trade', 'royal', 'dubai']
zagreb, croatia, accra, ghana, ['plains', 'ghana', 'kumasi', 'nkrumah', 'rulers']
zagreb, croatia, algiers, algeria, ['the', 'of', 'in', 'by', 'as']
zagreb, croatia, amman, jordan, ['jordan', 'jacob', 'aqaba', 'fm', 'zarqa']
zagreb, croatia, ankara, turkey, ['of', 'the', 'in', 'turkey', 'is']
zagreb, croatia, antananarivo, madagascar, ['madagascar', 'mahajanga', 'demographics', 'regions', 'province']
zagreb, croatia, asmara, eritrea, ['capital', 'telephone', 'president', 'mailing', 'street']
zagreb, croatia, astana, kazakhstan, ['almaty', 'qazaqstan', 'atyrau', 'kazakhstan', 'each']
zagreb, croatia, athens, greece, ['of', 'the', 'in', 'and', 'to']
zagreb, croatia, baghdad, iraq, ['of', 'the', 'in', 'and', 'to']
zagreb, croatia, baku, azerbaijan, ['the', 'in', 'of', 'azerbaijan', 'is']
zagreb, croatia, bamako, mali, ['convention', 'under', 'mosque', 'over', 'timbuktu']
zagreb, croatia, bangkok, thailand, ['thailand', 'post', 'international', 'air', 'hong']
zagreb, croatia, beijing, china, ['the', 'of', 'in', 'and', 'to']
zagreb, croatia, beirut, lebanon, ['in', 'of', 'the', 'and', 'lebanon']
zagreb, croatia, belgrade, serbia, ['in', 'the', 'serbia', 'of', 'and']
zagreb, croatia, berlin, germany, ['the', 'in', 'of', 'one', 'and']
zagreb, croatia, bern, switzerland, ['switzerland', 'berne', 'of', 'or', 'new']
zagreb, croatia, bishkek, kyrgyzstan, ['is', 'oblasty', 'kyrgyzstan', 'jalal', 'cityscape']
zagreb, croatia, bratislava, slovakia, ['slovakia', 'image', 'jpg', 'castle', 'photo']
zagreb, croatia, brussels, belgium, ['the', 'in', 'of', 'and', 'one']
zagreb, croatia, bucharest, romania, ['eight', 'romania', 'nine', 'patriarchate', 'august']
zagreb, croatia, budapest, hungary, ['in', 'of', 'hungary', 'one', 'nine']
zagreb, croatia, bujumbura, burundi, ['burundi', 'provinces', 'administrative', 'note', 'harbors']
zagreb, croatia, cairo, egypt, ['in', 'the', 'of', 'and', 'egypt']
zagreb, croatia, canberra, australia, ['australia', 'the', 'in', 'one', 'australian']
zagreb, croatia, caracas, venezuela, ['venezuela', 'de', 'el', 'day', 'modern']
zagreb, croatia, chisinau, moldova, ['moldova', 'center', 'transnistria', 'balti', 'maps']
zagreb, croatia, conakry, guinea, ['guinea', 'region', 'capital', 'zone', 'prefecture']
zagreb, croatia, copenhagen, denmark, ['the', 'in', 'of', 'one', 'and']
zagreb, croatia, dakar, senegal, ['rally', 'paris', 'senegal', 'as', 'africa']
zagreb, croatia, damascus, syria, ['of', 'the', 'and', 'in', 'to']
zagreb, croatia, dhaka, bangladesh, ['chittagong', 'bangladesh', 'sylhet', 'education', 'public']
zagreb, croatia, doha, qatar, ['qatar', 'trade', 'royal', 'can', 'dubai']
zagreb, croatia, dublin, ireland, ['the', 'in', 'of', 'and', 'one']
algeria, dinar, angola, kwanza, ['capoeira', 'portuguese', 'is', 'mozambique', 'de']
algeria, dinar, argentina, peso, ['in', 'and', 'the', 'one', 'of']
algeria, dinar, armenia, dram, ['azerbaijan', 'armenian', 'georgia', 'constantine', 'am']
algeria, dinar, brazil, real, ['of', 'in', 'the', 'and', 'one']
algeria, dinar, bulgaria, lev, ['of', 'and', 'the', 'one', 'romania']
algeria, dinar, cambodia, riel, ['vietnam', 'khmer', 'laos', 'thailand', 'china']
algeria, dinar, canada, dollar, ['in', 'the', 'of', 'and', 'one']
algeria, dinar, croatia, kuna, ['of', 'and', 'the', 'slovenia', 'bosnia']
algeria, dinar, denmark, krone, ['of', 'the', 'and', 'one', 'in']
algeria, dinar, europe, euro, ['in', 'the', 'of', 'and', 'to']
algeria, dinar, hungary, forint, ['of', 'the', 'one', 'and', 'austria']
algeria, dinar, india, rupee, ['the', 'of', 'in', 'and', 'to']
algeria, dinar, iran, rial, ['the', 'of', 'and', 'in', 'iraq']
algeria, dinar, japan, yen, ['in', 'of', 'the', 'and', 'one']
algeria, dinar, korea, won, ['south', 'north', 'of', 'the', 'and']
algeria, dinar, lithuania, litas, ['of', 'the', 'and', 'one', 'poland']
algeria, dinar, malaysia, ringgit, ['and', 'of', 'indonesia', 'singapore', 'the']
algeria, dinar, mexico, peso, ['of', 'the', 'in', 'and', 'new']
algeria, dinar, poland, zloty, ['of', 'the', 'one', 'in', 'and']
algeria, dinar, romania, leu, ['and', 'one', 'the', 'bulgaria', 'of']
algeria, dinar, russia, ruble, ['the', 'and', 'of', 'in', 'one']
algeria, dinar, sweden, krona, ['of', 'in', 'one', 'the', 'and']
algeria, dinar, usa, dollar, ['the', 'one', 'in', 'nine', 'and']
algeria, dinar, vietnam, dong, ['war', 'the', 'and', 'one', 'in']
angola, kwanza, argentina, peso, ['in', 'and', 'the', 'one', 'nine']
angola, kwanza, armenia, dram, ['azerbaijan', 'armenian', 'georgia', 'constantine', 'and']
angola, kwanza, brazil, real, ['in', 'of', 'the', 'and', 'one']
angola, kwanza, bulgaria, lev, ['of', 'and', 'the', 'one', 'in']
angola, kwanza, cambodia, riel, ['in', 'one', 'vietnam', 'nine', 'khmer']
angola, kwanza, canada, dollar, ['in', 'the', 'of', 'and', 'one']
angola, kwanza, croatia, kuna, ['of', 'and', 'the', 'one', 'slovenia']
angola, kwanza, denmark, krone, ['of', 'the', 'one', 'and', 'in']
angola, kwanza, europe, euro, ['in', 'the', 'of', 'and', 'to']
angola, kwanza, hungary, forint, ['of', 'the', 'one', 'and', 'in']
angola, kwanza, india, rupee, ['the', 'of', 'in', 'and', 'to']
angola, kwanza, iran, rial, ['the', 'in', 'of', 'and', 'iraq']
angola, kwanza, japan, yen, ['in', 'of', 'the', 'and', 'one']
angola, kwanza, korea, won, ['south', 'north', 'of', 'the', 'and']
angola, kwanza, lithuania, litas, ['of', 'the', 'and', 'one', 'poland']
angola, kwanza, malaysia, ringgit, ['and', 'of', 'the', 'indonesia', 'in']
angola, kwanza, mexico, peso, ['of', 'the', 'in', 'and', 'new']
angola, kwanza, poland, zloty, ['of', 'the', 'in', 'one', 'and']
angola, kwanza, romania, leu, ['and', 'one', 'the', 'nine', 'bulgaria']
angola, kwanza, russia, ruble, ['the', 'and', 'of', 'in', 'one']
angola, kwanza, sweden, krona, ['of', 'in', 'one', 'the', 'and']
angola, kwanza, usa, dollar, ['the', 'one', 'in', 'nine', 'and']
angola, kwanza, vietnam, dong, ['war', 'the', 'in', 'one', 'and']
angola, kwanza, algeria, dinar, ['in', 'one', 'morocco', 'and', 'nine']
argentina, peso, armenia, dram, ['azerbaijan', 'armenian', 'constantine', 'georgia', 'am']
argentina, peso, brazil, real, ['of', 'in', 'the', 'and', 'one']
argentina, peso, bulgaria, lev, ['of', 'romania', 'bulgarian', 'greece', 'serbia']
argentina, peso, cambodia, riel, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
argentina, peso, canada, dollar, ['in', 'of', 'the', 'and', 'one']
argentina, peso, croatia, kuna, ['of', 'slovenia', 'bosnia', 'croatian', 'serbia']
argentina, peso, denmark, krone, ['of', 'the', 'one', 'norway', 'and']
argentina, peso, europe, euro, ['in', 'the', 'of', 'and', 'to']
argentina, peso, hungary, forint, ['of', 'austria', 'the', 'one', 'and']
argentina, peso, india, rupee, ['of', 'the', 'in', 'and', 'to']
argentina, peso, iran, rial, ['the', 'of', 'iraq', 'and', 'in']
argentina, peso, japan, yen, ['of', 'in', 'the', 'and', 'one']
argentina, peso, korea, won, ['south', 'north', 'of', 'japan', 'the']
argentina, peso, lithuania, litas, ['of', 'poland', 'latvia', 'the', 'estonia']
argentina, peso, malaysia, ringgit, ['indonesia', 'singapore', 'university', 'brunei', 'lumpur']
argentina, peso, poland, zloty, ['of', 'the', 'one', 'in', 'and']
argentina, peso, romania, leu, ['bulgaria', 'russia', 'hungary', 'moldova', 'poland']
argentina, peso, russia, ruble, ['the', 'and', 'of', 'one', 'in']
argentina, peso, sweden, krona, ['of', 'one', 'in', 'the', 'and']
argentina, peso, usa, dollar, ['the', 'one', 'nine', 'in', 'zero']
argentina, peso, vietnam, dong, ['war', 'the', 'south', 'nine', 'six']
argentina, peso, algeria, dinar, ['morocco', 'tunisia', 'egypt', 'french', 'algerian']
argentina, peso, angola, kwanza, ['capoeira', 'portuguese', 'mozambique', 'luanda', 'list']
armenia, dram, brazil, real, ['in', 'of', 'the', 'and', 'one']
armenia, dram, bulgaria, lev, ['of', 'the', 'and', 'in', 'one']
armenia, dram, cambodia, riel, ['in', 's', 'nine', 'vietnam', 'khmer']
armenia, dram, canada, dollar, ['in', 'the', 'of', 'and', 'one']
armenia, dram, croatia, kuna, ['of', 'the', 'and', 'in', 'slovenia']
armenia, dram, denmark, krone, ['of', 'the', 'in', 'one', 'and']
armenia, dram, europe, euro, ['in', 'the', 'of', 'and', 'to']
armenia, dram, hungary, forint, ['of', 'the', 'one', 'in', 'and']
armenia, dram, india, rupee, ['the', 'of', 'in', 'and', 'to']
armenia, dram, iran, rial, ['the', 'in', 'of', 'and', 'to']
armenia, dram, japan, yen, ['in', 'of', 'the', 'and', 'one']
armenia, dram, korea, won, ['south', 'north', 'of', 'the', 'and']
armenia, dram, lithuania, litas, ['of', 'the', 'and', 'in', 'one']
armenia, dram, malaysia, ringgit, ['in', 'the', 'and', 'of', 'indonesia']
armenia, dram, mexico, peso, ['of', 'the', 'in', 'and', 'new']
armenia, dram, poland, zloty, ['of', 'the', 'in', 'one', 'and']
armenia, dram, romania, leu, ['and', 'the', 'one', 'in', 'nine']
armenia, dram, russia, ruble, ['the', 'and', 'of', 'in', 'one']
armenia, dram, sweden, krona, ['of', 'in', 'one', 'the', 'and']
armenia, dram, usa, dollar, ['the', 'one', 'in', 'nine', 'and']
armenia, dram, vietnam, dong, ['the', 'war', 'in', 'one', 'and']
armenia, dram, algeria, dinar, ['in', 'the', 'morocco', 'nine', 'one']
armenia, dram, angola, kwanza, ['in', 'capoeira', 'the', 's', 'portuguese']
armenia, dram, argentina, peso, ['in', 'the', 'and', 'one', 'nine']
brazil, real, bulgaria, lev, ['romania', 'bulgarian', 'greece', 'serbia', 'macedonia']
brazil, real, cambodia, riel, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
brazil, real, canada, dollar, ['in', 'the', 'of', 'and', 'one']
brazil, real, croatia, kuna, ['slovenia', 'bosnia', 'croatian', 'serbia', 'hungary']
brazil, real, denmark, krone, ['of', 'norway', 'sweden', 'germany', 'copenhagen']
brazil, real, europe, euro, ['in', 'the', 'of', 'and', 'to']
brazil, real, hungary, forint, ['austria', 'of', 'one', 'the', 'king']
brazil, real, india, rupee, ['the', 'of', 'in', 'and', 'to']
brazil, real, iran, rial, ['iraq', 'the', 'to', 'contra', 'war']
brazil, real, japan, yen, ['in', 'the', 'of', 'and', 'one']
brazil, real, korea, won, ['south', 'north', 'japan', 'university', 'china']
brazil, real, lithuania, litas, ['poland', 'latvia', 'estonia', 'lithuanian', 'grand']
brazil, real, malaysia, ringgit, ['indonesia', 'singapore', 'lumpur', 'brunei', 'kuala']
brazil, real, mexico, peso, ['new', 'the', 'city', 'of', 'to']
brazil, real, poland, zloty, ['of', 'the', 'one', 'and', 'nine']
brazil, real, romania, leu, ['bulgaria', 'hungary', 'russia', 'poland', 'moldova']
brazil, real, russia, ruble, ['and', 'the', 'one', 'of', 'in']
brazil, real, sweden, krona, ['one', 'of', 'norway', 'nine', 'denmark']
brazil, real, usa, dollar, ['the', 'one', 'nine', 'zero', 'two']
brazil, real, vietnam, dong, ['war', 'the', 'south', 'six', 'laos']
brazil, real, algeria, dinar, ['morocco', 'tunisia', 'egypt', 'french', 'massacre']
brazil, real, angola, kwanza, ['capoeira', 'mozambique', 'luanda', 'congo', 'namibia']
brazil, real, argentina, peso, ['aires', 'argentine', 'chile', 'buenos', 'n']
brazil, real, armenia, dram, ['azerbaijan', 'armenian', 'georgia', 'constantine', 'syria']
bulgaria, lev, cambodia, riel, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
bulgaria, lev, canada, dollar, ['in', 'the', 'of', 'and', 'one']
bulgaria, lev, croatia, kuna, ['slovenia', 'bosnia', 'croatian', 'history', 'zagreb']
bulgaria, lev, denmark, krone, ['of', 'the', 'in', 'one', 'norway']
bulgaria, lev, europe, euro, ['in', 'the', 'of', 'and', 'to']
bulgaria, lev, hungary, forint, ['of', 'the', 'austria', 'one', 'in']
bulgaria, lev, india, rupee, ['the', 'in', 'of', 'and', 'to']
bulgaria, lev, iran, rial, ['the', 'in', 'iraq', 'and', 'to']
bulgaria, lev, japan, yen, ['in', 'the', 'of', 'and', 'one']
bulgaria, lev, korea, won, ['south', 'north', 'the', 'japan', 'in']
bulgaria, lev, lithuania, litas, ['of', 'latvia', 'poland', 'the', 'estonia']
bulgaria, lev, malaysia, ringgit, ['indonesia', 'singapore', 'university', 'lumpur', 'india']
bulgaria, lev, mexico, peso, ['in', 'the', 'of', 'new', 'city']
bulgaria, lev, poland, zloty, ['of', 'the', 'in', 'one', 'and']
bulgaria, lev, romania, leu, ['russia', 'moldova', 'poland', 'hungary', 'slovakia']
