athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province', 'international', 'caliph', 'caliphs', 'iraqi', 'airport']
cairo, egypt, chisinau, moldova, ['moldova', 'transnistria', 'balti', 'maps', 'tiraspol', 'v', 'convexity', 'jewish', 'unit', 'seceded']
cairo, egypt, conakry, guinea, ['guinea', 'region', 'zone', 'prefecture', 'guinee', 'administrative', 'special', 'capital', 'ghana', 'bok']
cairo, egypt, copenhagen, denmark, ['the', 'of', 'interpretation', 'one', 'denmark', 'is', 'nine', 'two', 'zero', 'eight']
cairo, egypt, dakar, senegal, ['rally', 'senegal', 'paris', 'g', 'master', 'lieutenant', 'benin', 'decolonization', 'mauritania', 'motorcycles']
cairo, egypt, damascus, syria, ['of', 'the', 'steel', 'to', 'and', 'syria', 'as', 'that', 'by', 'from']
cairo, egypt, dhaka, bangladesh, ['chittagong', 'bangladesh', 'sylhet', 'medical', 'universidad', 'bengal', 'being', 'union', 'styles', 'public']
cairo, egypt, doha, qatar, ['qatar', 'royal', 'trade', 'orgy', 'detroit', 'airways', 'usa', 'tehran', 'dubai', 'karachi']
cairo, egypt, dublin, ireland, ['the', 'of', 'in', 'and', 'one', 'ireland', 'county', 'city', 'college', 'is']
cairo, egypt, gaborone, botswana, ['elephants', 'kgalagadi', 'african', 'outside', 'host', 'botswana', 'administrative', 'towns', 'station', 'councils']
cairo, egypt, georgetown, guyana, ['university', 'college', 'washington', 'guyana', 'c', 'ibm', 'harbors', 'alumni', 'pop', 'd']
cairo, egypt, hanoi, vietnam, ['vietnam', 'rocks', 'penh', 'vientiane', 'drummer', 'phnom', 'moscow', 'band', 'bombing', 'outside']
cairo, egypt, harare, zimbabwe, ['salisbury', 'since', 'renamed', 'patents', 'houston', 'cayman', 'grand', 'detained', 'intercontinental', 'lusaka']
cairo, egypt, havana, cuba, ['cuba', 'embassy', 'cuban', 'bay', 'via', 'after', 'province', 'around', 'castro', 'seeking']
cairo, egypt, helsinki, finland, ['finland', 'of', 'university', 'nine', 'metropolitan', 'vantaa', 'also', 'polytechnic', 's', 'central']
cairo, egypt, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'asking', 'airlines', 'introduction', 'aka', 'destined', 'intercontinental']
cairo, egypt, jakarta, indonesia, ['indonesia', 'city', 'batavia', 'also', 'apache', 'central', 'project', 'now', 'suffers', 'indonesian']
cairo, egypt, kabul, afghanistan, ['the', 'of', 'afghanistan', 'one', 'city', 'and', 'river', 'kandahar', 'was', 'nine']
cairo, egypt, kathmandu, nepal, ['valley', 'image', 'pollution', 'nepal', 'jpg', 'air', 'escape', 'itself', 'metropolitan', 'patan']
cairo, egypt, khartoum, sudan, ['sudan', 'diplomatic', 'tramway', 'resolution', 'embassy', 'assassinations', 'satellite', 'gallery', 'siege', 'omdurman']
cairo, egypt, kiev, ukraine, ['ukraine', 'b', 'prince', 'vladimir', 'smolensk', 'i', 'rus', 'ii', 'russian', 'ruler']
cairo, egypt, kingston, jamaica, ['ontario', 'upon', 'jamaica', 'thames', 'bay', 'site', 'hull', 'montego', 'school', 'ian']
cairo, egypt, libreville, gabon, ['gabon', 'free', 'france', 'elected', 'building', 'railhead', 'settlement', 'opposition', 'merchant', 'lisbon']
cairo, egypt, lilongwe, malawi, ['blantyre', 'malawi', 'mulanje', 'districts', 'bay', 'mailing', 'administrative', 'luanda', 'lagos', 'valley']
cairo, egypt, lima, peru, ['peru', 'de', 'peruvian', 'rose', 'la', 'saint', 'bean', 'gestion', 'santiago', 'philippines']
cairo, egypt, lisbon, portugal, ['portugal', 'of', 'five', 'is', 'one', 'zero', 'earthquake', 'from', 'was', 'portuguese']
cairo, egypt, ljubljana, slovenia, ['slovenia', 'zagreb', 've', 'tamil', 'novice', 'german', 'linked', 'er', 'maribor', 'i']
cairo, egypt, london, england, ['the', 'in', 'of', 'one', 'and', 'nine', 'to', 'zero', 'a', 'two']
cairo, egypt, luanda, angola, ['angola', 'province', 'specifically', 'railhead', 'called', 'population', 'lunda', 'namibia', 'portuguese', 'paulo']
cairo, egypt, lusaka, zambia, ['protocol', 'accord', 'zambia', 'lyon', 'luanda', 'dar', 'lubwa', 'salaam', 'es', 'take']
cairo, egypt, madrid, spain, ['the', 'of', 'one', 'real', 'de', 'zero', 'spain', 'in', 'nine', 'two']
cairo, egypt, managua, nicaragua, ['san', 'nicaragua', 'america', 'regime', 'guatemala', 'jos', 'destroys', 'devastated', 'earthquake', 'nicaraguan']
cairo, egypt, manama, bahrain, ['bahrain', 'comprised', 'financial', 'traders', 'controversial', 'causeway', 'souk', 'quarter', 'muharraq', 'entire']
cairo, egypt, manila, philippines, ['philippines', 'de', 'hemp', 'ateneo', 'agave', 'called', 'galleon', 'boxing', 'bulletin', 'userland']
canberra, australia, caracas, venezuela, ['venezuela', 'el', 'day', 'modern', 'bogot', 'june', 'organization', 'declaration', 'concert', 'janeiro']
canberra, australia, chisinau, moldova, ['moldova', 'transnistria', 'balti', 'center', 'maps', 'tiraspol', 'jewish', 'v', 'convexity', 'under']
canberra, australia, conakry, guinea, ['guinea', 'region', 'zone', 'prefecture', 'guinee', 'administrative', 'special', 'ghana', 'bok', 'france']
canberra, australia, copenhagen, denmark, ['the', 'in', 'of', 'and', 'interpretation', 'one', 'denmark', 'to', 'is', 'a']
canberra, australia, dakar, senegal, ['rally', 'paris', 'senegal', 'g', 'africa', 'master', 'lieutenant', 'benin', 'decolonization', 'mauritania']
canberra, australia, damascus, syria, ['of', 'the', 'and', 'to', 'in', 'steel', 'a', 'from', 'was', 'as']
canberra, australia, dhaka, bangladesh, ['chittagong', 'bangladesh', 'sylhet', 'medical', 'bengal', 'universidad', 'being', 'union', 'styles', 'dubai']
canberra, australia, doha, qatar, ['qatar', 'trade', 'dubai', 'can', 'declaration', 'detroit', 'airways', 'tehran', 'orgy', 'royal']
canberra, australia, dublin, ireland, ['the', 'in', 'of', 'and', 'one', 'ireland', 'to', 'city', 'county', 'is']
canberra, australia, gaborone, botswana, ['africa', 'african', 'elephants', 'administrative', 'kgalagadi', 'host', 'towns', 'botswana', 'area', 'cities']
canberra, australia, georgetown, guyana, ['university', 'washington', 'guyana', 'd', 'ibm', 'harbors', 'c', 'pop', 'alumni', 'being']
canberra, australia, hanoi, vietnam, ['vietnam', 'rocks', 'with', 'penh', 'vientiane', 'bombing', 'drummer', 'republic', 'radio', 'phnom']
canberra, australia, harare, zimbabwe, ['since', 'salisbury', 'renamed', 'patents', 'airport', 'houston', 'cayman', 'on', 'grand', 'detained']
canberra, australia, havana, cuba, ['cuba', 'in', 'to', 'embassy', 'and', 'after', 'cuban', 'a', 'were', 'via']
canberra, australia, helsinki, finland, ['of', 'the', 'in', 'finland', 'and', 'university', 's', 'is', 'nine', 'zero']
canberra, australia, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'mosque', 'on', 'airlines', 'asking', 'it', 'about', 'early']
canberra, australia, jakarta, indonesia, ['of', 'indonesia', 'city', 'the', 'to', 'is', 'in', 's', 'batavia', 'also']
canberra, australia, kabul, afghanistan, ['the', 'in', 'of', 'and', 'to', 'afghanistan', 'was', 'city', 'from', 'a']
canberra, australia, kathmandu, nepal, ['valley', 'image', 'pollution', 'jpg', 'nepal', 'air', 'escape', 'itself', 'metropolitan', 'cities']
canberra, australia, khartoum, sudan, ['sudan', 'with', 'diplomatic', 'al', 'six', 'image', 'tramway', 'north', 'resolution', 'embassy']
canberra, australia, kiev, ukraine, ['of', 'ukraine', 'b', 'prince', 'from', 'vladimir', 'i', 'smolensk', 'th', 'six']
canberra, australia, kingston, jamaica, ['ontario', 'upon', 'jamaica', 'and', 'of', 'to', 'is', 'thames', 'the', 's']
canberra, australia, libreville, gabon, ['gabon', 'free', 'france', 'elected', 'settlement', 'railhead', 'building', 'port', 'now', 'including']
canberra, australia, lilongwe, malawi, ['blantyre', 'malawi', 'mulanje', 'districts', 'administrative', 'mailing', 'valley', 'luanda', 'lagos', 'bay']
canberra, australia, lima, peru, ['peru', 'from', 'peruvian', 'rose', 'saint', 'el', 'la', 'or', 'de', 'after']
canberra, australia, lisbon, portugal, ['the', 'of', 'in', 'to', 'portugal', 'and', 'is', 'was', 'from', 'five']
canberra, australia, ljubljana, slovenia, ['slovenia', 'zagreb', 've', 'tamil', 'german', 'novice', 'i', 'linked', 'er', 'maribor']
canberra, australia, london, england, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 'zero', 'a', 'two']
canberra, australia, luanda, angola, ['angola', 'city', 'province', 'specifically', 'population', 'called', 'is', 'railhead', 'has', 'north']
canberra, australia, lusaka, zambia, ['protocol', 'accord', 'zambia', 'dar', 'august', 'lyon', 'luanda', 'salaam', 'es', 'lubwa']
canberra, australia, madrid, spain, ['the', 'in', 'of', 'one', 'and', 'real', 'to', 'zero', 'de', 'a']
canberra, australia, managua, nicaragua, ['san', 'america', 'nicaragua', 'regime', 'guatemala', 'jos', 'devastated', 'city', 'earthquake', 'nicaraguan']
canberra, australia, manama, bahrain, ['bahrain', 'al', 'arabic', 'comprised', 'traders', 'is', 'king', 'itself', 'controversial', 'causeway']
canberra, australia, manila, philippines, ['philippines', 'hemp', 'ateneo', 'called', 'metro', 'de', 'agave', 'galleon', 'boxing', 'bulletin']
canberra, australia, maputo, mozambique, ['nampula', 'manica', 'beira', 'gaza', 'sofala', 'administrative', 'mozambique', 'railhead', 'city', 'o']
caracas, venezuela, chisinau, moldova, ['in', 'and', 'moldova', 'a', 'to', 'center', 'transnistria', 'balti', 'is', 'the']
caracas, venezuela, conakry, guinea, ['guinea', 'capital', 'region', 'zone', 'to', 'in', 'prefecture', 'special', 'guinee', 'administrative']
caracas, venezuela, copenhagen, denmark, ['the', 'in', 'of', 'one', 'and', 'interpretation', 'denmark', 'to', 'is', 'nine']
caracas, venezuela, dakar, senegal, ['rally', 'paris', 'senegal', 'as', 'the', 'in', 'six', 'africa', 'g', 'master']
caracas, venezuela, damascus, syria, ['of', 'the', 'and', 'in', 'to', 'a', 'steel', 'from', 'was', 'as']
caracas, venezuela, dhaka, bangladesh, ['and', 'university', 'chittagong', 'bangladesh', 'is', 'in', 'sylhet', 'with', 'medical', 'public']
caracas, venezuela, doha, qatar, ['qatar', 'near', 'trade', 'can', 'dubai', 'royal', 'usa', 'detroit', 'airways', 'tehran']
caracas, venezuela, dublin, ireland, ['the', 'in', 'of', 'and', 'one', 'to', 'ireland', 'is', 'city', 'county']
caracas, venezuela, gaborone, botswana, ['near', 'is', 'africa', 'african', 'elephants', 'central', 'administrative', 'kgalagadi', 'area', 'outside']
caracas, venezuela, georgetown, guyana, ['university', 'the', 'college', 'five', 'washington', 'and', 'c', 'd', 'guyana', 'from']
caracas, venezuela, hanoi, vietnam, ['in', 'and', 'the', 'vietnam', 'rocks', 'with', 'penh', 'was', 'vientiane', 'a']
caracas, venezuela, harare, zimbabwe, ['on', 'since', 'salisbury', 'renamed', 'patents', 'airport', 'houston', 'cayman', 'four', 'main']
caracas, venezuela, havana, cuba, ['in', 'the', 'cuba', 'and', 'to', 'of', 'one', 'a', 'nine', 'embassy']
caracas, venezuela, helsinki, finland, ['the', 'of', 'in', 'university', 'and', 'finland', 'one', 'nine', 'zero', 'is']
caracas, venezuela, islamabad, pakistan, ['pakistan', 'in', 'karachi', 'to', 'lahore', 'on', 'mosque', 'capital', 'is', 'it']
caracas, venezuela, jakarta, indonesia, ['of', 'the', 'in', 'to', 'is', 'indonesia', 'and', 'city', 'a', 'from']
caracas, venezuela, kabul, afghanistan, ['the', 'in', 'of', 'and', 'to', 'one', 'was', 'from', 'nine', 'afghanistan']
caracas, venezuela, kathmandu, nepal, ['in', 'the', 'valley', 'image', 'from', 'jpg', 'is', 'pollution', 'nepal', 'air']
caracas, venezuela, khartoum, sudan, ['sudan', 'of', 'the', 'in', 'with', 'one', 'six', 'university', 'was', 'diplomatic']
caracas, venezuela, kiev, ukraine, ['of', 'the', 'one', 'in', 'from', 'to', 'and', 'ukraine', 'b', 'six']
caracas, venezuela, kingston, jamaica, ['the', 'of', 'in', 'and', 'to', 'ontario', 'upon', 'is', 'jamaica', 'university']
caracas, venezuela, libreville, gabon, ['gabon', 'including', 'free', 'elected', 'building', 'port', 'settlement', 'railhead', 'france', 'now']
caracas, venezuela, lilongwe, malawi, ['blantyre', 'malawi', 'mulanje', 'six', 'districts', 'administrative', 'bay', 'mailing', 'valley', 'luanda']
caracas, venezuela, lima, peru, ['peru', 'from', 'of', 'in', 'the', 'peruvian', 'five', 'one', 'rose', 'saint']
caracas, venezuela, lisbon, portugal, ['the', 'of', 'in', 'and', 'one', 'to', 'is', 'from', 'zero', 'was']
caracas, venezuela, ljubljana, slovenia, ['slovenia', 'zagreb', 've', 'tamil', 'german', 'novice', 'i', 'linked', 'south', 'university']
caracas, venezuela, london, england, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 'zero', 'a', 'two']
caracas, venezuela, luanda, angola, ['the', 'angola', 'is', 'of', 'and', 'to', 'in', 'a', 'capital', 'five']
caracas, venezuela, lusaka, zambia, ['in', 'to', 'protocol', 'accord', 'he', 'zambia', 'dar', 'then', 'lyon', 'luanda']
caracas, venezuela, madrid, spain, ['the', 'in', 'of', 'one', 'and', 'to', 'zero', 'real', 'de', 'nine']
caracas, venezuela, managua, nicaragua, ['san', 'capital', 'nicaragua', 'that', 'where', 'regime', 'guatemala', 'jos', 'devastated', 'america']
caracas, venezuela, manama, bahrain, ['is', 's', 'bahrain', 'a', 'with', 'was', 'al', 'on', 'arabic', 'for']
caracas, venezuela, manila, philippines, ['the', 'in', 'philippines', 'university', 'and', 'of', 'one', 'a', 'is', 'by']
caracas, venezuela, maputo, mozambique, ['nampula', 'manica', 'beira', 'capital', 'gaza', 'sofala', 'administrative', 'mozambique', 'railhead', 'corporation']
caracas, venezuela, minsk, belarus, ['in', 'belarus', 'the', 'province', 'a', 'and', 'nine', 'ussr', 'russia', 'he']
chisinau, moldova, conakry, guinea, ['guinea', 'capital', 'region', 'zone', 'prefecture', 'nine', 'special', 'guinee', 'administrative', 'ghana']
chisinau, moldova, copenhagen, denmark, ['the', 'in', 'of', 'one', 'and', 'interpretation', 'denmark', 'to', 'is', 'nine']
chisinau, moldova, dakar, senegal, ['rally', 'paris', 'senegal', 'as', 'six', 'africa', 'g', 'york', 'master', 'lieutenant']
chisinau, moldova, damascus, syria, ['of', 'the', 'and', 'to', 'in', 'steel', 'a', 'from', 'one', 'was']
chisinau, moldova, dhaka, bangladesh, ['university', 'chittagong', 'bangladesh', 'sylhet', 'and', 'medical', 'public', 'education', 'into', 'universidad']
chisinau, moldova, doha, qatar, ['qatar', 'near', 'trade', 'royal', 'can', 'dubai', 'usa', 'declaration', 'detroit', 'airways']
chisinau, moldova, dublin, ireland, ['the', 'in', 'of', 'and', 'one', 'to', 'ireland', 'city', 'is', 'county']
chisinau, moldova, gaborone, botswana, ['near', 'africa', 'african', 'elephants', 'administrative', 'kgalagadi', 'area', 'outside', 'host', 'towns']
chisinau, moldova, georgetown, guyana, ['university', 'the', 'college', 'five', 'washington', 'c', 'nine', 'd', 'guyana', 'six']
chisinau, moldova, hanoi, vietnam, ['vietnam', 'rocks', 'the', 'with', 'one', 'was', 'penh', 'nine', 'vientiane', 'and']
chisinau, moldova, harare, zimbabwe, ['on', 'since', 'salisbury', 'renamed', 'patents', 'airport', 'houston', 'cayman', 'was', 'his']
chisinau, moldova, havana, cuba, ['in', 'cuba', 'the', 'one', 'and', 'to', 'of', 'nine', 'a', 'embassy']
chisinau, moldova, helsinki, finland, ['the', 'of', 'in', 'university', 'finland', 'one', 'nine', 'and', 'zero', 'is']
chisinau, moldova, islamabad, pakistan, ['pakistan', 'karachi', 'lahore', 'on', 'mosque', 'an', 'to', 'was', 'capital', 'it']
chisinau, moldova, jakarta, indonesia, ['of', 'the', 'in', 'to', 'indonesia', 'is', 'city', 'and', 'from', 's']
chisinau, moldova, kabul, afghanistan, ['the', 'in', 'of', 'and', 'one', 'to', 'was', 'nine', 'from', 'afghanistan']
chisinau, moldova, kathmandu, nepal, ['the', 'in', 'valley', 'from', 'image', 'one', 'pollution', 'jpg', 'nepal', 'air']
chisinau, moldova, khartoum, sudan, ['sudan', 'of', 'one', 'the', 'six', 'with', 'nine', 'was', 'diplomatic', 'university']
chisinau, moldova, kiev, ukraine, ['of', 'one', 'the', 'from', 'nine', 'ukraine', 'to', 'b', 'two', 'and']
chisinau, moldova, kingston, jamaica, ['the', 'of', 'and', 'ontario', 'upon', 'to', 'in', 'jamaica', 'is', 'university']
chisinau, moldova, libreville, gabon, ['gabon', 'including', 'free', 'france', 'elected', 'building', 'port', 'settlement', 'railhead', 'now']
chisinau, moldova, lilongwe, malawi, ['blantyre', 'malawi', 'mulanje', 'six', 'three', 'districts', 'administrative', 'bay', 'mailing', 'valley']
chisinau, moldova, lima, peru, ['peru', 'from', 'of', 'one', 'de', 'five', 'the', 'peruvian', 'rose', 'nine']
chisinau, moldova, lisbon, portugal, ['the', 'of', 'in', 'one', 'and', 'to', 'is', 'zero', 'was', 'from']
chisinau, moldova, ljubljana, slovenia, ['slovenia', 'zagreb', 've', 'tamil', 'german', 'novice', 'south', 'i', 'linked', 'er']
chisinau, moldova, london, england, ['the', 'in', 'of', 'one', 'and', 'to', 'nine', 'zero', 'a', 'two']
chisinau, moldova, luanda, angola, ['the', 'angola', 'is', 'of', 'five', 'capital', 'city', 'was', 'to', 's']
chisinau, moldova, lusaka, zambia, ['to', 'protocol', 'accord', 'he', 'zambia', 'dar', 'then', 'august', 'lyon', 'luanda']
chisinau, moldova, madrid, spain, ['the', 'in', 'of', 'one', 'and', 'to', 'zero', 'real', 'de', 'nine']
chisinau, moldova, managua, nicaragua, ['san', 'city', 'two', 'america', 'nicaragua', 'that', 'capital', 'three', 'seven', 'where']
chisinau, moldova, manama, bahrain, ['is', 'was', 'bahrain', 's', 'al', 'three', 'on', 'arabic', 'comprised', 'with']
chisinau, moldova, manila, philippines, ['the', 'philippines', 'in', 'university', 'one', 'of', 'de', 'nine', 'two', 'and']
chisinau, moldova, maputo, mozambique, ['nampula', 'manica', 'city', 'beira', 'capital', 'gaza', 'sofala', 'administrative', 'mozambique', 'railhead']
chisinau, moldova, minsk, belarus, ['in', 'belarus', 'province', 'nine', 'the', 'one', 'was', 'ussr', 'he', 'a']
chisinau, moldova, mogadishu, somalia, ['three', 'have', 'battle', 'mombasa', 'as', 'somalia', 'nine', 'such', 'ethiopia', 'which']
conakry, guinea, copenhagen, denmark, ['the', 'in', 'of', 'one', 'and', 'interpretation', 'denmark', 'is', 'to', 'nine']
conakry, guinea, dakar, senegal, ['rally', 'paris', 'the', 'senegal', 'of', 'as', 'g', 'york', 'master', 'lieutenant']
conakry, guinea, damascus, syria, ['of', 'the', 'and', 'in', 'to', 'a', 'steel', 'from', 'one', 'was']
conakry, guinea, dhaka, bangladesh, ['of', 'university', 'chittagong', 'and', 'bangladesh', 'the', 'sylhet', 'is', 'medical', 'education']
conakry, guinea, doha, qatar, ['qatar', 'near', 'trade', 'royal', 'can', 'dubai', 'usa', 'declaration', 'detroit', 'airways']
conakry, guinea, dublin, ireland, ['the', 'in', 'of', 'and', 'one', 'to', 'ireland', 'city', 'is', 'county']
conakry, guinea, gaborone, botswana, ['near', 'elephants', 'african', 'africa', 'is', 'kgalagadi', 'central', 'area', 'host', 'towns']
conakry, guinea, georgetown, guyana, ['university', 'the', 'of', 'college', 'five', 'washington', 'at', 'guyana', 'c', 'zero']
